,아이디,댓글 내용,댓글 시간
163,  @user-cf6ej6ln2z,와 너무 멋있어서 눈물났어요ㅠㅠ감동입니당,3년 전
164,  @user-ib1vx8fk8n,"응급실, 중환자실 가보면 간호사분들은 진짜 천사임",2년 전
165,  @user-pd7rz6hw4r,정말 감동이네요ㅠㅠ,3년 전
166,  @gomars,우리나라 시민의식 멋있네요!!,3년 전
167,  @user-hx8vg1od4m,정말대단하네요 아무리간호사라하더라도 저런상황에 버스안으로 뛰어들어가긴힘든일인데 이런분들이 있기에 아직도 세상은 살맛납니다,3년 전
168,  @user-ss1qo7yf1u,눈물나게 감동적.. 이 두 분 상주세요!! 간호사님 래커기사님 감사합니다!!,3년 전
169,  @hn9544,감동입니다 두분정말천사시네요 ᆢ,1년 전
170,  @user-dz3ok1lh4d,뛰어들어가는 거 진짜 개멋있으시다 ㄹㅇ...,2년 전
171,  @dabback9036,저게 진짜 대단하고 용기있는게 버스 화재 지나가본사람은 알겠지만 그 열기는 전방 20-30m까지 느껴지는데 그 긴박한 상황에서도 저런 액션을 한다는 것 자체부터가 박수받을 일입니다 대단하십니다 정말,3개월 전
172,  @user-hp9yp6cl6r,저간호사분 정말 대단하네요 자기목숨걸고했네요,3년 전
173,  @mmk5532,간호사선생님 대단하십니다 고맙습니다..레카차 운전자분 고맙습니다. 이런분들이 있기에 세상은 살만합니다.,3년 전(수정됨)
174,  @_hago,기사님이 좋은 분이신가바여..수호천사님들의 보호를 받고 계시는것을 보니까...!^^ 참 다행입니다!,6개월 전
175,  @user-md7vl5cl2q,고맙고 멋지신분들 ㅡ인간미 풀풀 넘치는 우리세상 만들어 가요 ㅡ,2년 전
176,  @yunjs1973,간호사쌤 진짜 멋있다.영웅이다.,1년 전
177,  @user-ii4ml5bh7x,현재를 살아가고 있는 영웅들..,3년 전
178,  @mswkorea,이시대의 영웅들이세요,6년 전
179,  @user-gq1eo3mz3l,진정한 영웅들이 이자리에 다 모인거 같다,2년 전
180,  @rachelclgc9923,대한민국엔 숨은 영웅들이 참 많다저런 분들 덕분에 이나라가 빛이 난다,2년 전
181,  @user-zn6en8vx9p,우리나라에도 숨은 영웅들이 아주 많네요 존경하고 또 하나 배워갑니다,2년 전
182,  @user-wr3ie8tw7q,감동입니다~내가 가지고 있는것을 나눠줄수 있는 용기에 박수를 보냅니다~,3년 전
183,  @user-qy5gy8kf1r,진짜 겁날텐데 간호사라고 해도 진짜 대단하다.. 나였으면 못 했을 것 같음...ㅠㅠㅠ,2년 전
184,  @user-ru8fg8cx2f,기사님 다행히 구해주셔서 고맙습니다,5년 전
185,  @sarahkwon94,정말 대단하신 분들입니다...,2년 전
186,  @user-lr3yt1bi8q,간호사로서도 사람으로서도 모두 못진분 다 갖추신분이내요  렉카 기사님도 훌륭하고 대처잘하셨구요  이런경우에이타심이란게 참 힘든건데요  존경합니다 세상 아름다운거  이런 분들 때문입니다,2년 전
187,  @ejk7650,시민 영웅분들!!!!존경합니다!!,2년 전
188,  @user-xy1hf9dd6w,"간호사분 렉카분 모두 대단하세요1분 일초가 아깝고 무서운 상황인데도 불구하고 간호사님,렉카님의 노련한 대처 덕분에 기적같은 일이 일어났네요직업의 사명감을 떠나 사람으로써 정말 멋지십니다",2년 전
189,  @user-kr6kq2kj1e,"저런 상황에서 사람 구하는게 쉽게 가능할것 같지만 실제로 겪으면 너무 무서워서 쉽게 돕지 못할것 같아요ㅠ 전 예전에 버스기사님이 승객한테 욕먹는거 봤는데, 욕하는 승객한테 뭐라하고 싶었지만 나도 피해입을까봐 못하겠더라구요... 근데 이런 목숨이 위험한 상황이면 더 무서워서 나서지 못할듯. 암튼 간호사분 진짜 대단하다 이거임",2년 전(수정됨)
190,  @yutube5902,진짜 멋있다...,3년 전
191,  @user-kw4qm6px2f,진짜 저게 목숨 걸고 하는 행동인데............ 아무도 못 하는걸........... 대단하시다,3년 전
192,  @user-zz1if8mj1j,버스안에 간호사...기사님 천운이시다,3년 전
193,  @bomboh7513,이런 영상 볼때마다 뜨거운 눈물이 납니다. 아직도 대한민국은 살만 한거 같습니다 몸은 작지만 남을 생각 하는 마음은 우주 보다 큰두영웅 감사합니다.,3년 전(수정됨)
194,  @latonp711,저런분들이 있어서 그래도 세상이 살만 하다고 생각합니다,3년 전
195,  @user-hc7wq4qt4y,"렉카 기사님, 간호사닝한 사람의 생명을 구하는 큰일을 하셨네요!존경합니다",1년 전
196,  @user-pg1wj9yt8d,진짜 ... 참된 시민이자 영울들이네요 ㅠㅠㅠ저 같으면 마늠은 도와야지생각해도 ㅠㅠ실제로 저런 상황이면 당황했을꺼 같아요 복 받으실거에요  ㅠㅠ,3년 전(수정됨)
197,  @user-rr6xx5hs4v,간호사분 진짜 대단하고 짱인듯,2년 전
198,  @user-lx6ek7uu3g,역시 대한민국 간호사는고집으로 사람을 살린다   자신보다 환자을위해  온몸을 던진 간호사님  항상건강하세요  당신이 있어 대한민국이 빛나는거요,1개월 전
199,  @user-tz7vi4qu7i,와 저 여성분은 버스가 불타고있는데 안에서 도와주고 있는거네요.  저 사람이 대단하시네요. 자신의 목숨이 달린 상황에서도 기사님을 구해주신 간호사분과 도움을 주신분들 참 감동입니다. 진짜용감하시다,1년 전
200,  @no.1pi-network375,많은 의사들과 간호사들이 있지만 저런 기지를 발휘하는 사람은 극히일부. 존경합니다!!,3개월 전
201,  @user-tp5nx1jg2i,간호사 생명의 은인이며 이시대의 진정한 영웅이네요 !,4개월 전
202,  @user-ov2jm1vx8q,대단하네요 아직도 살만한 세상맞나봐요레카기사님과 간호사님 꼭 상 주세요~♡,3년 전
203,  @user-zb4lf2hp9d,너무감사하다ㅠㅠㅠㅠ,3년 전
204,  @keunsoosong931,고개 숙여 존재해 주셔서 감사합니다.,3년 전
205,  @user-mj5pv4cf1o,들어가기전 머뭇거리는 모습이 보이는데 찰나의 순간에 얼마나 많은 고뇌를 했을까 너무멋있습니다 간호사님,3년 전
206,  @u4372,와 진짜 완전 존경해야됨..,3년 전
207,  @user-gw2cl6he1l,간호사님 나죽어~ ㅠ_ㅠ 대단하시다~ 렉카차 남성분도 감사합니다! 도와주신 모든 분들이 영웅이십니다,2년 전(수정됨)
208,  @_SongGyu_,간호사... 그저 빛...,2년 전
209,  @user-qf8og9tu6v,다시 보아도 감동 입니다 ㅜㅜ,2년 전
210,  @user-ym3nz6zz7n,앞뒤 안가리고 사람부터 구해야 된다고 그런 마음하나로 무작정 위험한곳으로 저 여성분처럼 나도 과연 그럴수 있을까... 존경합니다.,2년 전
211,  @yeondengs,와... 감사합니다. 이런 소식 너무 감동이네요.,3년 전
212,  @user-xc1zi4dx2b,두분 평생 꽃길만  가득하세요^^,3개월 전
213,  @user-zn4gr4ox3o,여기 계신 분들이 진정한 영웅입니다,2년 전
214,  @user-ee1wu9pf3e,와 저 여성분 대단하시다 위험한 상황인데 직접 안에들어가서 구할려고하시고 멋지심,3년 전
215,  @nawiz1073,간호사분 렉차 기사분 천사이신 듯넘 멋지십니다.완전 감동!!,5개월 전
216,  @ellyjeon1541,간호사도 신념없이 하는게 아니구나 난 주사무서워해서 다행이다 쫄보는 존경의 박수를 보냅니다ㅜ.ㅜ,2년 전
217,  @loudc2401,세상에는 나쁜사람도 있지만 착한사람들도 참 많네....,3년 전
218,  @user-mb5nq4hd9r,큰일 하셨네요한 가정을 지켜주셨네요두분다 훌륭하십니다,1년 전
219,  @user-jn4hp8ms6e,우리나란지 몰랐네 수고하셨습니다!  영웅분들,2년 전
220,  @user-fw9iu4wx1z,진짜 눈물납니다 감동입니다,2년 전
221,  @user-wh8oy6oj6h,후대에 다 복받으십니다. 정말 큰일하셨어요. 감사드립니다.,3개월 전
222,  @jogoon4720,보면서 저도 모르게 코끝이 찡하네요 ,3년 전
223,  @user-ur6oz7ep1c,두분께 감사  간호사분 남편님은 복 많으 분,2년 전
224,  @jgkim6406,렉카 기사분들도 대단하지만  불붙은 버스에 기사를 구하러 도움도 청하지 않고 혼자 들어간  용감하다! 영웅이다!,1년 전(수정됨)
225,  @jameskim2643,"3분이,,,,,,와,  영웅분들 감사합니다.",1년 전
226,  @jhoh1326,정말 용감하고 멋집니다,3년 전
227,  @user-mq7zw7tt5k,감동이네요 제가 저 상황이었다면 모른척했을거같은데  ... 존경스럽습니다,2년 전
228,  @user-rg8bg7po7e,삶속이 영웅들..... 고마워요... 영웅들 이분들이 히어로지.... 다른거 다 필요없다,6년 전
229,  @user-cz3vf2te2e,윈더우먼이죠 우리나라에 저런 여성이 있다는게자랑스럽습니다 존경합니다,3년 전
230,  @user-wz6ne4gz7u,두분 모두 훌륭한 일 하셨어요,1년 전
231,  @user-xo1ie3st9z,시민영웅들이십니다 대단하세요  감사합니다 훈훈하네요~^^,2년 전
232,  @user-ts4kt6ih2n,랙카 기사님들 정말수고 많으십니다진정으로 경찰 소방대원들 보다 빨리오셔서 사고현장 수습하셔서 요번에 큰참사를 면한것 같습니다렉카차 기사님들 모두 감사합니다내목숨 내놓고 구조하시는 기사님들도 많으십니다 항상현장에서 좋은일 많이 해주세요,3년 전
233,  @user-zo1ec3kc3f,저런분의 수고로 이나라가 사는거지요.감사합니다.수고하셨습니다.,2년 전
234,  @violettea6273,와 진짜 난 돈 줘도 못 해... 불나자마자 달려나갔을듯 간호사라서 사명감에 이런게 아니라 저 분은 진짜 본능적으로 구조하려하신듯 너무 대단하다 정말,2년 전(수정됨)
235,  @user-jb7pi3cv6f,정말 순간적으로 자신이 위험하다 생각되면 섣불리 못들어갑니다.저분들은 영웅입니다.,3년 전
236,  @user-ti8vq3xq7t,간호사분 너무 멋지시고 그용기 배우고싶습니다.,3년 전
237,  @user-ij6dn4pe4l,대단하네요 차가폭발할수도 있는 위험한상황에 여자분 직업이 간호사해도 한가정의 엄마이고 아내일수도 있을텐데 정말  박수보냅니다 렉카 기사님도 복받으실겁니다 ~,3개월 전
238,  @dougie1354,저 간호사분이 진짜 영웅이지,2년 전
239,  @user-mn7te2ey5l,저 간호사분은 정말 표창장 아니...일계급특진...아니 뭐 국가영웅뭐라도 줘야한다. 진짜,2년 전
240,  @hyunmo0690,감동입니다,6년 전
241,  @user-om6xv6dw1f,간호사님 용기에 진심 감동. 레카기사님과 함께 영웅 입니다.존경합니다,2년 전
242,  @user-ug3hr4nx9t,두분다 멋있고 용감하세요....,3년 전
243,  @user-ov8ke5ve1w,시민분들 정말 착하시네요ㅎ,1년 전
244,  @user-hk3qx3sx6t,진짜 대단하다...우와..감탄사만 나와...,3년 전
245,  @user-pb3gd3gp4e,간호사분과 레카기사분 훌륭합니다 이런분들 덕분에 세상이 살만한거겠죠,3년 전
246,  @user-kx4ir3bk9l,간호사분 너무 멋집니다 망설임없이 뛰쳐들어가서...그냥 다른 말이 생각안나요 진짜 멋진 영웅이네요,1년 전
247,  @huiriricbbyong7829,역시 세상은 맘씨 고운 사람들이 바꿔 가는 것.,3년 전
248,  @user-wl3hu7rz8u,와 간호사님이랑 레카기사님 마음도 예쁘고...,2년 전
249,  @gusals0108,ㅠㅠ 눈물나게 훈훈한 감동적인 장면이네요,1년 전
250,  @user-it7to6ny1v,진짜 영웅이네.....,3년 전
251,  @user-qr8ry8uq2y,대단하네요~~진심박수를보냅니다이힘든시기에. 본받아야하구. 아직살만한세상이구나싶네요~~존경하네요~,2년 전
252,  @user-lk2ji3pw5n,우리만남은우연이아니야~~ 거기에간호사분과렉카기사님없었다면어떻게됐을지..,3년 전
253,  @user-uf1iy5ox8q,간호사님.렉카기사님 용기에 박수를....감동입니다. 멋진분들~~~^^,3년 전
254,  @silvermask9679,대한민국 국민들 역시 최고.모두가 영웅 입니다. 화이팅.!,3년 전
255,  @octopusmetoOneshotChicken,우리의 삶 속에는 영웅이 숨어있다,3년 전
256,  @hayepa1,정말 대한민국은 살만한 곳이라는 생각이 듭니다. 고맙습니다.,2년 전
257,  @user-gr5qt2ii2j,한글문자의 문화로 아름다운 생활로 모든 전쟁이 없게 하고 좋은 모습을 세계에 보여주고 싶습니다 ,1년 전
258,  @user-zk4ol6ik2k,와 진짜 멋진 여성분이다 정말 남자도 하기 힘든데 너무 멋짐,3년 전
259,  @user-ep6yd7wd7d,간호사님  존경합니다~,3년 전
260,  @user-wn4mx8iq4e,이런분들 승진만해줘서 되겠습니까..?자신의 목숨걸고 하신일들인데..얼굴도 공개해야하지않을까요? ^^정말정말 대단한분들이십니다.존경합니다 ^^,3년 전
261,  @user-to4lz8lj8u,본인이 피해를 보더라도 생명을 구한것은 잘하신거예요,3년 전
262,  @user-qb9zj3gb2g,정말 훌륭한 일을 해 내셨네요. 수고하셨습니다.,1년 전
263,  @user-zg4tk3zh6o,대단하신분들한없이  박수쳐드리고칭찬합니다감사하고요,2년 전
264,  @namjjang14,렉카기사님 빠른판단이 소중한 생명을 지킨듯,3년 전
265,  @user-wh8us9gp5z,병원에 가면은 늘 의사나 정공의 뒤에서 고생하시는 간호사 모든 대우는 의사정공의가 다 받고 간호사는 뒤에서 조용히 의사와 환자의 뒷 수발을 다챙기는 간호사님들 우리모두 간호사님을 대할때 조금만 따뜻하게 대했으면좋겠어요..,3년 전
266,  @user-vq2cx8de8f,누구나 생각은 하지만 막상닥치면 내목숨이 먼저인건데 여자분이 진짜로 멋있는 분이네요~,3년 전
267,  @user-jl9qs9ui6f,대단하십니다.당신들은 진정 영웅 입니다.,2년 전
268,  @user-nl8tg9eq7y,정말ㅜㅜ시민영웅들이십니다!,2년 전
269,  @poxoxi379,간호사분 진짜 멋있으시다,2년 전
270,  @user-np4oi1lv1x,저두분 간호사와 레카기사님 용감한 시민상 추천합니다 이런분이 영웅 입니다,3년 전(수정됨)
271,  @parkoneshot3470,레커기사 그리고 간호사 두분이 영웅입니다. 버스 기사님도 빠른 쾌차 바랍니다. 세상은 아름답습니다.,3년 전
272,  @byejun9112,진짜 소름돋는 선한마음들..,1년 전(수정됨)
273,  @kiyonari0ify,다른건 저런 상황에서도 영상 찍고 있네 했겠지만이런 선행들은 만은 사람들이 볼 수 있도록 해주셔서감사합니다! 멋지십니다 ^^,3년 전
274,  @taykim5574,존경받아 마땅한 멋진여성이다!렉카 기사님도 정말 멋지십니다!,3년 전(수정됨)
275,  @user-fo4ov4mk3o,야 천사영웅이다!대단합니다  존경합니다  감사합니다!,1년 전
276,  @user-lt3dt7hi8o,1:21 시민들하고 견인차하고 없었으면 기사님이 살아있는채로 저 안에 있었을수도 있었네... 상상만해도 끔찍하다ㅠㅠㅠㅠㅠ,3년 전(수정됨)
277,  @user-bh4kt5cs7w,누구라도 망설여지고 무서운상황에 오로지 생명구하겠다는 용기가 대단하시네요 ,3개월 전
278,  @scs911010,다른 언론사 인터뷰에서 본거였는데 저 간호사 분이 말하길 '아버지 연세에 가까워 보였던 버스기사분을 그냥 두고 내릴수 없었다' 고 하더군요. 이런 마인드를 가진분들이 있어서 세상은 아직까진 밝은거라 봅니다.아. 그리고 기사분의 탈출을 도와주신 레커차량 기사분도 숨은 영웅이라고 해도 과언이 아니죠.,2년 전
279,  @user-bv4ef6mr1c,인성바르고 착한 여성분 렉카기사님내목숨을 담보로 정의감 넘치는 고운님들 복 받으십시요 대대손손 천복을 누리소서,2년 전
280,  @user-iu6nv9oh2u,당신들이  진정한 영웅입니다  감사합니다,3년 전
281,  @user-fv1vw9sg8f,간호사분은 진정한백의천사같다저런분들이많아야 환자들도 맘편히 간호사믿고입원해있지 짝짝짝^^,2년 전
282,  @user-zh8vs7pc9v,아!!~ 두분께 제가 더 감사하네요 고맙습니다,6년 전
283,  @prayforhope7017,눈물 날 것 같아 ㅠㅠ,3년 전
284,  @user-vf4bp2gz9z,정말 멋진분들이다,2년 전
285,  @user-ox5uj7ee7w,저 여자분 진짜 멋지다...,2년 전
286,  @dienever1393,어느 경찰은 사람이 칼에 찔리고 있는데 멀리서 지켜보다가 범인 도망갈때까지 지켜보던데 일반 시민이 이런 대단한 일을 하시다니 정말 존경스럽고 또 여성분이라는게 더 놀랐어요 복 받으실겁니다,3년 전
287,  @user-px2dq9oi2h,간호사선생님!대단하십니다.현장에서 긴박하고폭발의 위험성도있는데도 불구하고대단하십니다.♡♡♡,2년 전
288,  @mit2293,개멋있어...,3년 전
289,  @jasminekim422,감사합니다 이런 분들 덕분에 우리가 살만한 곳이 됩니다,2년 전
290,  @user-nm6eu7xi3n,최고의 영웅들입니다~~~,4개월 전
291,  @user-ss2em3gd3j,영웅이십니다.,1년 전
292,  @user-iy7zo9bg3c,대단함 존경합니다.그리고 박수을 보냈니다^^,3년 전
293,  @user-jo6uj9kn5c,감동적입니다ㅠ 눈물이 절로나네요버스기사분이 저희 아빠라면... 하는 생각이듭니다 눈물나요,2년 전
294,  @-musicon7216,아... 감사합니다. 나도 모르게고맙습니다.,3년 전
295,  @user-xe7bx4dj6w,훌륭하신 분들이네요~ 존경합니다!,3년 전
296,  @ceri4561,제꿈이 간호사인데 저 분 처럼 훌륭한 간호사가 되고싶네요ㅠㅠ,3년 전
297,  @user-ge8sg3uu8d,대단한 시민들 고맙습니다 특히 아가씨 아주 용기가 훌륭 했어요 용감한 시민상 받으셨나요~^^,2년 전
298,  @user-nq2bi9lw1h,보는내내 소름만돋는다ㅜㅜ멋있다,2년 전
299,  @user-qp5og8ss3c,와 진짜 진짜 진짜 진짜 엄청 멋있당..,2년 전
300,  @TheHueann,2년지나서 3년 되가네. 저 간호사 분..당연히 용감한 시민상이라던지. 그런 상들 당연히 받았겠죠??,3년 전
301,  @user-oc4bn1gd4e,천사가 따로있는게 아니다 큰 축복받으실겁니다,3개월 전
302,  @user-ef9om7oy1c,간호사님은 저 분들 뿐만 아니라 전 국민을 구한 진정한 영웅입니다.,2년 전
303,  @michael_cardrivelove,저 간호사분 진짜 대단하십니다!!!!,9개월 전
304,  @user-ui8vt8oe8j,이런 모습을 보면 세상은 여전히 살만한 곳이란 생각이 듭니다,1년 전
305,  @user-zv4en8hy1s,영웅은 위기때 드러나고 빛난다 멋지고 훌륭하다 근데 표현이 그들에게 많이 부족한 단어다 영웅 +영웅,2년 전
306,  @jklm7656,간호사분과 렉카분의 협동이였네요.존경합니다.,6년 전
307,  @user-kh8xh7ho3l,왠 여성분이 위험한 곳에 뛰어 들었나 싶었는데 간호사셨군요배운대로 생명을 살리기 위해 고군분투 하신 간호사님과 레커기사님 참 훌륭하십니다감사드려요~~~,2년 전
308,  @user-yw1oy8pe6r,정말 고맙습니다.눈물이납니다.우리 정치도 이랬으면 좋겠군요.저 여성분 처음부터 끝까지살신성인 하시는군요.간호사분이었다니ᆢ모두모두 고맙습니다.,2년 전
309,  @user-js7uj2fs6k,헐.. 진짜 너무 멋있어서 소름이 쫙 끼친다..,3년 전
310,  @user-ke4os6tr1n,대단하십니다 영웅들,2년 전
311,  @user-pr7ui5op5p,진짜 히어로가 저기 계셨네요 두분 정말 대단하십니다,3년 전
312,  @user-ex3nk4fh6r,저 여자분 정말 대단한 용기네요^-^멋지십니다ㅎㅎ,3년 전
313,  @user-li3si3pg4f,간호사님 너무 멋지심..,3년 전
314,  @user-ek6fb6id3f,와...위대한 분들..,2년 전
315,  @user-lt9uq1fy9o,저여성이야말로 천사입니다 저상황에서 구경만하는 사람들 틈에세 혼자들어가ㅡ와 감사합니다ㅡ,2년 전
316,  @user-jb9br2xc6b,근데 ㄹㅇ 이건 자기 목숨걸고 사람 살리겠다고 들어간거자너 간호사 분 ㄹㅇ 저런분 많이 없는데 다들 자기 사느냐 바쁘지 물론 다 그렇다는건 아니고 원래 자기 생각 먼저 하는게 정상이니까 저분은 정상을 뛰어넘어서 ㄹㅇ 영웅임,3년 전
317,  @jungle0070,개멋있다ㅜㅜ,2년 전
318,  @user-xz6we1or5c,나이팅 게일 정신 모두가 본받아 마땅한 정신이조 간호사 소방관님들 한테 잘해 드려 야됨,3년 전
319,  @user-yj3tl1bs9d,간호사분 대단하네예~감사한 분이고마~,3년 전
320,  @dlrhdwn910,눈물난다ㅜㅜ,2년 전
321,  @user-tz9hy5mh9d,와진짜 멋있다그래서내꿈이소방관인가?힘들어도 자랑스럽고 멋있는일하고싶다,3년 전
322,  @workpad4k,진정한 영웅들이십니다,11개월 전
323,  @user-we2vp7kb2m,그대들이 있기에 대한민국이 있는겁니다,3년 전
324,  @user-pm8jv5gu3k,간호사 버스에 뛰어들어갈때 소름돋았다,2년 전
325,  @garu7924,와 몸이 먼저 튀어나가는듯... 너무 멋있다..,2년 전
326,  @user-wo7pq9mj3f,난 왜이걸 2020년에 보고있을까..레카기사님 간호사님 모두 멋있네요,2년 전
327,  @user-rc1mb6sb9t,정말 멋지신 분들!!,2년 전
328,  @today8298,와 진짜 우리나라애는 정말 멋진분 들이 만은거갓아요.,3년 전
329,  @user-ot1dm2mz7h,저 간호사분.. 한국의 나이팅 게일이다.. 저런분들만 가득하면 우리나라 의료는 최선진국일듯,3년 전
330,  @user-ut6zi5mz4z,아직도 세상은 살 만한 것 같습니다,6년 전
331,  @sunup0103,이야... 저때 전문가들 계셔서 다행이었네요,3년 전
332,  @oiego_,그대 의로움에 감사합니다!이런분들로인해 제가 아직 대한민국에 살아요ㅠㅠ,2년 전(수정됨)
333,  @kkkimyuoo3386,와.. 대단하다진짜,3년 전
334,  @quantumjump3823,눈물나요 ㅠㅠ 감사합니다,2년 전
335,  @user-qu2qe7hl8w,간호사분은 진짜 목숨걸고 뛰어들어가셨네,2년 전
336,  @reversiwars5783,저 간호사분이 정말 숨은 영웅이다.......저런분을 찾아서 표창줘야하는데 뭐하고있어? 얼릉 찾아서 표창 안주고,3년 전
337,  @user-vi3ri1xm3f,두분의  과감한용기에 박수를보냅니다.의로운 시민이 또 발견되었네요,2년 전
338,  @karocero1,간호사 여자분 대단하십니다. 당신의 살신성인 정신에 존경심이 절로 나옵니다.,2년 전
339,  @user-ok1uz1hy5i,이 시대의 영웅들,2년 전
340,  @danielal4635,두 분 다 자랑스런 한국인!,3년 전
341,  @un1969,진짜 멋있다.,2년 전
342,  @user-ed4jb8bs3d,언니너무용감해요^^,3년 전
343,  @user-xm9nv9yf9c,와.. 대단한 여성분... 다른 남성들은 주변에서 상황만 보고있다 호통듣고 달려드는 와중에 홀로 들어가서.. 참 대단하십니다.,1년 전
344,  @jlee1382,진짜 은인이다..,11개월 전
345,  @user-wu9yg8ou8z,저 간호사여자분 대단하네요진정한 영웅입니다~~,2년 전
346,  @user-jl5dg5ls5m,간호사님 용감하시네요,3년 전
347,  @user-dm4ll5bu7z,렉카 기사님이든 간호사님이든저 상황에서 날 살려줬다면진짜 평생 고마워 하고베풀면서 살듯,3개월 전
348,  @user-gx9yf6xr8v,저렇게 위급한 상황에서 영상을 또 찍는 사람은  뭐하는건지,3년 전
349,  @cafe5371,간호사분의 사명감과 렉카기사님의  용기에 큰박수드립니다,7개월 전
350,  @user-gp1je8dc5b,울컥(200% 실제상황 언니가 이거 보며 사람들한테 사랑한다고.......),2년 전
351,  @msy1574,와...대단하시다...,3년 전
352,  @user-xq2xm5yt8k,여성분이 진짜 대단하시네요 박수를 보냅니다.,2년 전
353,  @user-xg4do7rj1r,우리는 모두 누군가의 영웅입니다,3년 전
354,  @user-xt3zp7qs6x,군인이 전쟁을 대비해 지휘관 명령에 훈련하는것도 같은 이치다누군가 지휘할사람이 필요하고 평소 준비가 되어있어야 발휘할수있는거지일반인이면 대부분 아무것도 못함렉카기사나 간호사는 평소 비슷한 사례를 많이 접했고  렉카기사가 소리쳐주기에 움직일수 있는거다내 안전이 보장 되어있지 않은상태에선 누구도 도울수 없는건데 레카는 그 환경을 만들었다 간호사분도 정말 칭찬합니다 ㅎㅎㅎㅎ,3년 전
355,  @user-dy2ft6ic9i,간호사분과  렉카차기사분 이시대의 의인이십니다,2년 전
356,  @user-ow8or6sm8p,감사합니다.사랑합니다.,3년 전
357,  @user-qb3bn3ng8m,정말 존경합니다!!!,1년 전
358,  @user-yy4pn3uj7s,이런분께 대통령상을 주는겁니다두분 존경합니다,3년 전
359,  @user-hw2bx6vu5o,"우리대한민국/국민,간호사님/멋져요/자랑스럽습니다 ♡",1년 전
360,  @sukyungjung4961,대단하시다.간호사분과 렉카 기사분!!!,6년 전
361,  @user-km3zk1pi6v,간호사분정말용기있으시네요저런분이대통령이되야되는데,3년 전
362,  @user-xp1ep6dh3j,눈물난다ㅠ,2년 전
363,  @user-mf9vn9zb7d,저건 진짜 생각이 머리를 거치지않고 바로 행동으로 한거같다....,1년 전
364,  @user-lu6jv5ys7d,멋있다 언니 ㅠㅠ,2년 전
365,  @user-ex5qw7ue8q,여성분   정말   감사합니다.감동적이네요,3년 전
366,  @user-xc2hu7dr8z,눈물날지경이네 감동,6년 전
367,  @user-oc6hu3qh8m,와 저 상황에 촬영하시네 정말 대단하다정말 최고네요 올해의 기자상드려야할듯정말 촬영정신 좋아요 누릅니다,3년 전
368,  @user-vp3cn5jf6b,간호사분과 래커 기사분 모두 감사합니다,2년 전
369,  @artheory73,와.. 영웅은 이런데서 나온다.,1년 전
370,  @user-ip3il6xm4q,고토리 단 남자는   없고  간호사 여성분  이라니  이런 분  말로  영웅이다   이 런 분들  은  일상 생활에서 도 진정한 애국자다!ㅋㅋㅋㅋ,3개월 전
371,  @user-wg9ix3fo3y,간호사분렉카기사분  축복이가득하길,1년 전
372,  @gok4725,간호사.. 렉카기사분 감사합니다.. ㅠ,3년 전(수정됨)
373,  @user-pl7vf1jj4o,렉카기사님도 저거 연결해서 당겨가지고 공간만들려고 생각한것도 너무 대단하고 여성분도 자칫하면 본인도 다치는데 들어가는것도 대단하고 이런분들 덕에 세상이 돌아갑니다..,2년 전
374,  @jink9028,레카분도 대단하신데 타인을 구하려 불타고 있는 차안에 뛰어들어가는 간호사분의 용기 너무 감동적입니다. 진정한 의료인이세요...,3년 전
375,  @gshockmr-g8715,저 여자분 진짜 용감하시네.,1년 전
376,  @user-oq2yw8ux7v,아직은 살만한 세상인것  같습니다.감사합니다.,1년 전
377,  @tubedingdong7518,진짜 멋있다!!,1년 전
378,  @user-gy6jk8vb7l,난 나중에 커서 간호사가 되거야!그리고 만약에 위험한상황인데 한사람이 다쳐서 못나오면 꼭내가 구할거임!,5년 전
379,  @kristah7223,대박이다 영웅들이네요.,8개월 전
380,  @user-di5wr2dj8m,와~.정말 멋지십니다~,2년 전
381,  @personaalan,너무 멋있다!!!,1년 전
382,  @user-ch6ut8ex9q,간호사분하고 렉카기사분 대단하시네요ㅎㅎ존경스럽습니다,2년 전
383,  @user-hg2xg3pn7l,간호사..정말 대단한 이름,2년 전
384,  @mizirogo216,여성분 정말 용기있는분이십니다. 남자인 저도 저렇게 못했을건데. 존경스럽네요.,6년 전
385,  @yongkyulee285,두 분 ..포상해줘야 합니다.,2년 전
386,  @user-mm3ol7dj4k,아 보는데 눈물이나네...,3년 전
387,  @user-gw6fv9ii5t,저 위험속에 버스기사 구하러 운전석으로 들어간사람 간호사라 하니까 왜 울컥하면서 눈물나냐,2년 전
388,  @2283sh,119보다 먼저오시는분이 렉카기사님들인데  생명의 은인이십니다 대단하세요,2년 전
389,  @user-ww5fj6bc4s,간호사님 넘 멋지다,2년 전
390,  @user-tg2cj6hv8d,우리나라 또다른 영웅이다 그간호사언니 대단하다,3년 전
391,  @dhdmswl5516,진짜 소름돋네요. .  소리친 레카차기사님과 여성분 아니였음 진짜 끔찍하네요ㅠㅠ 감사하고존경합니다. 보고 배우겠습니다.,5개월 전
392,  @user-ml5sr9kf9t,대박.  감동 이네요. 감사합니다.,3년 전
393,  @user-su8qt4vj8e,멋진분들,2년 전
394,  @lylmo2152,정말 감사합니다 의인이십니다,3년 전
395,  @user-oj9xq2xt5c,영웅 참 많네요~,2년 전
396,  @user-uf2qn4vp7u,한양대병원 술쳐먹고 진료실수하는 의사들  하는짓거리보다 저 간호사분이 진짜 의사구만,3년 전
