,아이디,댓글 내용,댓글 시간
397,  @user-hg8sn7jk9s,그래도아직까지는 살만한 세상이군요 저여성분 고맙습니다 표창장드려야 함니다 랙카기사분도 감사드려요 이런분들 있기에 세상살만한 거지요 정말감사드려요  일등국민입니다,2년 전
398,  @user-ds4ku6ns8l,영웅들이네 감사합니다,1년 전
399,  @user-kf3ws4pc7n,난 위생병 출신인데 저런 기회가 없었다....  사람 살리는 보람을 느껴보았으면 .........,3년 전
400,  @user-eu9cz1gd9q,고속도로에 대기중인 렉카 기사들 존나 한심하게 생각했었는데 이번 영상 보니깐 반성하게 되네요아무쪼록 좋은일 해주셔서 감사합니다,3년 전
401,  @user-ki9im2vt6w,복받으십시오.,1년 전
402,  @user-ue8ic1pc3g,예전에 견인차할때 위급상항에 차에 사람이 끼어서 못나오는경우가 있어서요. 견인고리로 차체를 강제로 당견서 겨우 사람을 빼넸는데 지금은 119소방차에 유압장비로 벌려서 꺼네요 문제는 시간인데 응급사항 은 시간이 촉박한데  제일먼저 도착한 견인차는 그냥 두고봐야하는게 현실 견인기사가 차를 벌리면 불법 되는게 현실입니다.,3년 전
403,  @user-bb7kc8iv1x,아하~~감동받아서 눈물날뻔했네...  내가 다 감사합니다,2년 전
404,  @user-we9jd2ij5p,간호사  정말 대단하시네요 ㅠㅠ,3개월 전
405,  @pioo3280,와.. 간호사라고라~~ 쩐다~~ 멋있다,2년 전
406,  @user-qm9cf4si3s,갑자기 추천영상이 왜 떳는지 모르겠으나 눈물나게 감동받음 ㅠㅠ,3년 전
407,  @user-rc9rd2eg3o,"렉카는 머리로, 간호사는 가슴으로 살려낸 작품이다.",3년 전
408,  @mingom2032,두분은 상줘야됨상금도 두둑히,3년 전
409,  @pupuu1930,천사들이 승객으로 타 계셧네...,3년 전
410,  @user-cd4yr9rd3s,역시 대한민국 렉카기사님 최고저역시 렉카인으로서 자부심을 느낍니다.,2년 전
411,  @user-ui1uz2qc4w,간호사 렉카기사 그외 시민들이 발빠른대처로 기사분 생명에지장은없엇지만 사람들이 렉카기사에 대한 인식이안좋다 란 생각때문인가렉카기사 칭찬보단 간호사분이 더많은거같네요모든분들이 고생하시고 좋은일하셨지만 소수에 렉카기사로인해 저런영웅들이 가려지는것만같아 씁쓸하네요그자리에 계신모든분들 고생많으셨습니다,3년 전
412,  @user-dn1pv1yg6o,저런여성분 본받아야됩니다.존경스럽네요.,2년 전
413,  @koreadronetravle1337,천사가 있다면 저분들이 천사입니다.,2년 전
414,  @user-qk9vo1hv5d,최소한 표창이다. 저기에 도움준 모든 사람들.,3년 전
415,  @TheSweetie0716,저런분이 백의의 천사다,3년 전
416,  @user-oe6xk8dm2c,간호사분   두렵고  무서웠을건데  그걸  이기고  불타는  차량으로  들어가는거봐라존중존경   합니다,3개월 전
417,  @user-lk9tk8tl2u,렉카기사님 인상이 양아 짓 하실분이 아님 사람은 관상에서 하는짓이 나옴..  역시 간호사분은 밖에서도 직업정신이 나오네요  휼륭하시네요,3년 전
418,  @lalalab7793,저런 간호사야말로 호봉수 몇단계는 올려줘야되는거아니냐? 진정한 사명감을 가진 의료인인데 사람생명을 다루면서 사명감따윈 개나준 의사 간호사들이 얼마나 많은데 저런분들이 진짜 위로 더 가야지,2년 전
419,  @dT_Tb,진정한 의료인!!,3년 전
420,  @user-pq8rd9wh2r,이런 여성분이랑 레카 기사님 진정한 영웅 입니다 특히 여성분 누구나 할수 없는 멋지네요,3년 전
421,  @spawng1441,과거에는 위인이 히어로 ....지금은 같이 숨쉬고 함께하는 저런분들이 히어로,2년 전
422,  @heungkuoh5247,여성분 정말 용감하고 멋져요~,3년 전
423,  @user-zc5hc2ez7l,와 멋있다 ㅠ,3년 전
424,  @user-wb6ru6ho4q,대단하네요 간호사분 레카기사분감사합니다,2년 전
425,  @user-vq4iv5ig5q,정말 한국 시민들 영웅,10개월 전
426,  @user-fp4ub8mg1v,여성분이 대단하시네여!멋지십니다 모두,6년 전
427,  @repark1193,멋지다 영웅들 감사합니다,3개월 전
428,  @user-kw5mi6px5b,저게 대한민국 아름다운 여성이다 진짜 존경한다,10개월 전
429,  @sdevi15764,진정한 영웅이다,3년 전
430,  @user-cy6vl5ny8k,영웅이십니다,1년 전
431,  @user-hf2gg5et4e,두분 영웅입니다.,1년 전
432,  @dldmsdk3002,영웅각이다.... 하지만전 무서워서 보는수밖에없는듯.....,6년 전(수정됨)
433,  @user-bk8um5ex5s,저런 영웅 렉카기사도 세상에 존재한단걸 알고 갑니다..,10개월 전
434,  @lovejk724,대단하신 분들 칭찬합니다^^,3년 전
435,  @user-hj1os2gt7n,여성분용기에박수보내드려야되겠네요,3년 전
436,  @user-dg8zg1sz6e,진짜 아직 세상은 살만하다..,2년 전
437,  @hollywoodpark6484,"언제 이런 사고가 났습니까?  레카 기사님과 간호사님, 존경합니다.",3년 전
438,  @zainaraji9137,Omg is she was helping him is she okay,3년 전
439,  @user-kg1mv4ek8e,"세상에나, 감동",2년 전
440,  @user-hf5ej4ir4d,저도 열심히 공부해서 저런 간호사가 되고 싶습니다,2년 전
441,  @user-cr7kn2rz6m,존경스럽네요,2년 전
442,  @TheAidankim,여자분이 용감하시고 멋지네요,2년 전
443,  @user-nr7ib6pf4s,당기고 있을테니까 누가 좀 들어가서 도와줘요 좀! 저 목소리가 뭉클하네요...,3년 전
444,  @user-gs7us2xp3u,유투브 알고리즘이 날 끌고와서 감덩시켰군 유투브 알고리즘이 좋은일을 드디어하는군,3년 전
445,  @user-ce5qe2yh7k,청바지 여성분이 시대의 희망입니다감사하고 존경합니다,3년 전
446,  @user-cj5sn6vv9z,승객들 멋지고 최고입니다,10개월 전
447,  @user-jv8ez4vp5p,와 정말 대단하다,2년 전
448,  @bugokch,"두분 생명의 은인 이네요~~대단합니다.충돌 사고시 핸들에 끼는 사고가 종종 있습니다. 그때 핸들을 영상과 같이 견인차가 당기는 것도 좋습니다.또 다른 방법으로 운전석 의자 앞뒤 조절이 가능하면 뒤로 밀어 빼는 방법과, 핸들 조절 하는 락을 풀고 운전자를 빼는 방법도 있습니다.대부분 이정도면 장 파열이 있기 때문에 정말 위험하지만 운전자를 무리하게 빼는 장 존상이 심해 질수 있습니다.",2년 전
449,  @user-wp4oj2bg9h,영웅들. 만세..,1년 전
450,  @oomm6601,고속도로 에도  소방차 배치 되어야된다.. 오다가 다 타겠다..,6년 전
451,  @user-mj5mz3oe2i,상황 판단 대처 능력당신이 최고!,1년 전
452,  @isaacyoung7889,상당한 용기가 있어야 가능한 행동입니다. 여성분(간호사) 훌룡하십니다.,2년 전
453,  @speedycraft2768,Muito bom,3년 전
454,  @user-bu8jp7hu9x,렉카 분들중에 저렇게 좋은 분들도 있다는걸 잊지 말아한다.,11개월 전
455,  @user-vo6eu9yo3g,바로 이거다. 주변인이 구조를 안하고 서로 멀뚱멀뚱 쳐다만 보는경우는 하기싫어서가 아니라 어떠한경우인지 상황판단이 안되기 때문이죠.. 이럴때는 아리송하게 말하는게 아니라 지시형식으로 대응해야 빠른대처가 됩니다. 렉카기사분이 아무래도 경험이 많으니 빠른타이밍에 강한어조로 주변인에게 지시를 내렸고 결론적으로 그게 3분을 단축시긴겁니다. 경험 없는 사람들은 이게 뭔경우인지 뭐를 해야 하는지 판단하는데만 5분 이상 걸렸을거다.,2년 전
456,  @user-fn9fc7ms3z,렉카기사랑 간호사 존경스럽습니다,6년 전
457,  @user-eb4ny7tz4d,간호사 선생님 멋있으세요!!!!,3년 전
458,  @user-ih3kx6yh1l,렉카 기사분들은 본인들 본업이라 어쩔수 없지만 사고현장 엄청 빨리 갔어 현장 도움도 주시고  사람도 살려 주시는 분들임,2년 전
459,  @yicandy393,용감한 시민들께   ,3개월 전
460,  @moasul4438,솔까 차가 분타면 언제 터질지몰라서가까이 가기힘듬근데 차에 타서 구하다니 용기가 대단하다저분이 내가족이었음나오라고 고래고래 소리질렀을듯진짜 위대하다,1년 전
461,  @ckkc6865,저 여자 간호사분 대박입니다. 짱!!!!!!!!,3년 전
462,  @user-tv3ei8jt2v,간호사가 무슨 자기목숨까지 바쳐가면서까지 봉사하는 직업인줄아나;;;저 위험한 상황에 도와준거면 그냥 그 사람이 대단한거지..,2년 전
463,  @user-mx5vs1uf5w,슈퍼맨이라고 꼭 날아다닐 필요는 없고 영웅이라고 꼭 힘쌔고 잘난 사람일 필요 없는걸 몸소 알려주시네,2년 전
464,  @user-ep5oz9xm7u,캡틴아메리카 아이언맨만 영웅이 아니고 실제 영웅의 모습입니다. 위험 앞에 몸이 먼저 반응하는것. 정말 멋집니다.,3년 전
465,  @cashin001,이런분들이 영웅이시죠,2년 전
466,  @user-xb7uu4df8e,와앙 간호사님 버스 궁댕이가 불이나는데 버스기사님을 위해!!존경합니다,2년 전
467,  @elenalee4193,얼마나무서웠을까...,3년 전
468,  @user-bd6ty1gg9q,0:10 레카아저씨 한마디에 달려감ㄷㄷㄷ,2년 전(수정됨)
469,  @user-ut7fh7qc1o,정말 멋지다 ,2년 전
470,  @user-it5ny4zw7b,간호사  렉카분께는 시민상 주셔야합니다 이분들 아니였다면 정말  소름돋는 생각 할뻔ㅠ 짝짝짝,2년 전
471,  @fishking6476,간호사분들중 영웅들 많아  울산 터미널가는길에서도,11개월 전
472,  @user-ri2st5tw8h,간호사분과 렉카기사님 대단합니다 존경합니다 ,2년 전
473,  @user-rv3lz2kl2z,와...멋있어 ...  ㅜ 여자분 ㅜ 남자들 다 멀뚱멀뚱 있는데 걸크가 이런거지..,1년 전(수정됨)
474,  @biketube7552,이런걸 보면 아직 이나라도 살만합니다...,6년 전
475,  @user-vw3uk7gp7g,진정한간호사님찬사를보냅니다정말수호천사내요,1년 전
476,  @heejanglee8418,간호사님정말대단하십니다존경합니다,1년 전
477,  @user-th4zx5kl5y,멜빵입으신분이 간호사인거죠? 그분이 살리셨네요! 불에탄 버스안으로 주저없이 들어가서 구하셨네요! 감사합니다!,3년 전
478,  @user-wo3nv3yy1y,넘 멋있음 간호사 면허 꼭따야지...,1년 전
479,  @user-oy2je5qh2x,와레카형님  간호사님 감사드립니다ㅜ,3년 전
480,  @user-gl5of4wh4c,오늘도 알수없는 유튜브 알고리즘이 나를 여기로 이끌었다,3년 전
481,  @user-sb2re9qb5z,"여자,남자 떠나서 두 분 정말 멋지십니다!",2년 전
482,  @user-zn7lr7tc8z,여자 간호사분 ! 대단하십니다. 그리고 국민들 모두가 감사드려요^^ 참으로 훌륭하고 멋진 간호사분입니다^^,3년 전
483,  @user-yb7iv3vv9e,간호사에서 소름돋았다..,3년 전
484,  @zhinanjin563,이게바로 천사다 천사,2년 전
485,  @user-zz7pk7zc6k,참의료인이네요 존경합니다,3년 전
486,  @user-uu6pz4yz1z,알고리즘이 4년전 영상을 나에게 데려왔다,2년 전
487,  @user-wv5ww4gy9l,너어어어무 멋있어요 ㅠ ㅠ ㅠ,3년 전
488,  @leetesn459,와 레카 기사들 악명높은데 저런 좋은분도 계시는군요,3년 전
489,  @user-xn6zz6rz9b,아이고야  다행입니다 ㅜㅜ,3개월 전
490,  @user-ou5oz6io8m,렉카님과 간호사님에게 감사와 존경을,3개월 전
491,  @user-xy5mq3hf3b,"저런 사람들 상좀 주라,, 멋진 분들이구만,,,",8개월 전
492,  @user-vy8qq6pp3g,레카 기사들 다 양아치는 아닌듯  여자분 하고 레카 기사분 두분다 고마우신분이네 와,6년 전
493,  @user-yd1mx6tt2n,불나는 버스에 제일먼저 들어가시네 직업이 간호사일뿐 인성자체가 존경스럽네요,2년 전
494,  @user-wt1up4iz5h,좋은 교훈 입니다. 앞으로 교통 사고 나면 3분 안에 구해줘야 한다는 가이드라인 만들어야 할듯.,1년 전
495,  @user-mn2gg4sc1k,와 용감하다,3년 전
496,  @necsanai6933,우리나라 국민성은 최고인 것 같습니다.,2년 전
497,  @user-mh3mn3dp2n,간호사분도 진짜 엄청 대단하지만 렉카기사 아니었음 못빠져나왔다 ㄹㅇ..,2년 전
498,  @BigOneFishingClub,남자보다 용감했던 그녀,4년 전
499,  @sujzang,와~~~ 차 불 붙은거 보고도 아무 주저없이  그냥 들어가네.. 여자 김사부네~ 살아있는 영웅. 감사합니다~,2년 전(수정됨)
500,  @user-zk9tp6sx8x,간호사분 멋지십니다!,2년 전
501,  @ylchoi7373,렉카분 간호사분 너무 멋지다. 감사합니다.,2년 전
502,  @user-fu3ik4sf9d,진짜 아름다운 여성은 저런 분을 말하는 거라고 확신합니다.존경 합니다.,3년 전
503,  @user-uf7nd2xi5m,진정한 의인이십니다,2년 전
504,  @jayden4582,여러모로 인간인척 하시는 천사님들 감사드립니다.,2년 전
505,  @user-xy2nv4ir2e,자신의 목숨을 바쳐서 다른 사람을 지킬 수 있는 용기가 있는 사람이 얼마나 되겠냐나라도 그런 용기가 쉽게 안나겠다..대단하다항상 느낀다..대한민국이 좋은 사람들이 많기때문에  경제가 어렵고 뒷돈챙기고 사기치는 놈들 있어도 잘돌아가는 이유다,2년 전
506,  @hong6538,불 속에.. 여성분 존경스럽다 ㅠ,2년 전
507,  @user-mo9oc8bw4i,우리들의 시민영웅,3년 전
508,  @user-hb9wo2ux9y,간호사선생님 ,3년 전
509,  @user-mg2ld8wc4c,이런분은 나라에서 상줘야한다!!!,2년 전
510,  @user-ui3wm2cf7z,역시 불은 무섭네 꼼짝없이 타죽을뻔,6년 전
511,  @tjdrhkdfn,저 여성분이 결혼하셨거나 남친이 있다면 그 배우자와 가족 그리고 부모님은 왜 그랬냐고 너도 위험했다고 하실지 잘했다고 멋지다고 응원하실지 모르겠지만 구조된 당사자와 5천만 국민 또는 이 영상을 접한 모든이는 말하겠죠 '영웅'이라고.. 아름다운 영웅이네요,2년 전
512,  @btrip.5963,천사라는 단어가 적절한 직업군.,3개월 전
513,  @painting_user,여자분도 대단,3년 전
514,  @shevarim8896,최고의 신부감...,1년 전
515,  @user-ld7ku4fo9m,저 간호사분 진짜 멋지시다. 구조하시는걸보니.획실히 자일대우버스에 문제가 많네. 특히 엔진쪽,2년 전
516,  @askrskda,운전석에 다리가 끼여서 부상있을지도 모르는 기사님한테 그냥 나오라고 하면 안되지 부상있을지도 모르니깐 여성분이 뛰어들어간거지,6년 전
517,  @user-NFis,간호사는 주사만 놓는 직업이 아닙니다..  의사 다음으로 의학을 이해하고 있는 직업이에요,2년 전
518,  @user-bc3fn9sr1s,대단하시다  간호사분  멋지네요,3개월 전
519,  @user-ct4xk8ny9l,간호사님 멋지시다,3년 전
520,  @jce7117,살만한 세상^^두영웅님 멋져요,3년 전
521,  @teacherlove,뭔가 눈물난다,3년 전
522,  @user-fb8nn5gh4p,우리나라 해경이 저분들 발톱만큼만 했어도 수많은 어린 생명 그리 가진 않았을텐데~ㅜㅜ,6년 전
523,  @user-lj6nt9fz4t,내가.. 이새벽에 이영상을 보게되내요..감동입니다!!,2년 전
524,  @user-yl8fs7rm7n,대한민국 만세  레카 기사님. 간호사님~  영웅본색,1년 전
525,  @jennyoh2867,레커기사님 간호사님 고맙습니다,1년 전
526,  @user-bq5hk8jg3f,감동 감동 눈물 납니다,2년 전
527,  @banilhong5759,간호사라서가 아니라 대단한 사람임.,3년 전
528,  @user-sb5ss4nn1m,구경하지말고 여성분 도와주지,3년 전
529,  @user-do7vk8ei2w,렉카기사님....간호사님 정말 고맙습니다......그대들이 있어서 이사회가 아직 안죽었구나 하고 생각이 듭니다..,2년 전
530,  @user-qu4nv4wn4q,저런 여성이 내 가족이라면 얼마나 든든할까,1년 전
531,  @kikiandsmilejang3573,순간의 위기에서 빛나는 사람들이있음,2년 전
532,  @jongseokheo9414,사실 렉카차에 양아치들이 많아서 렉카에 대한 인식이 전반적으로 안 좋은데 막상 사고 당해서 수습될때 보면 진심 좋은 렉카 기사분들도 많으심 저 렉카 기사분도 박수 많이 쳐줍시다.,1년 전
533,  @dsmhan5289,다행이네요~항시 운전 조심~~~,1년 전
534,  @user-fw1ct2gs6r,대한민국 아직 살만하다,5년 전
535,  @user-lo8cg6qd1b,와우 대한민국 국민 최고입니다.  대한민국 국민의 집단 지성을 믿습니다.,9개월 전
536,  @TARQUINLEE,멋지십니다!!,2년 전
537,  @user-fz6mq8ts5q,착하네,2년 전
538,  @user-zq4td6ed1l,정말 멋진.여성분 레카 기사님 대박,3년 전
539,  @foryouryu,영웅이시다,1년 전
540,  @user-jz4nz1wj4e,영상 편집하면 특정누군가만 구한 것처럼 보이게 되네요,3년 전
541,  @hyunjinlee4731,망설임 없이 뛰어 들어가는데 웰케 멋있냐,2년 전
542,  @jang7867,고맙습니다 감사합니다  덕분입니다..,1년 전
543,  @Oneshot2me,저 여성분 용감하다,3년 전
544,  @sap8192,다시봐도 감사합니다.,3년 전
545,  @user-bt9pz2uy7j,저 여성분은 진정한 히어로 이십니다,3년 전
546,  @soundtrax9798,간호사 여자분 안들어가서 기사 살리고 있는데 밖에서 구경만 하는 남자들 머냐 렉카 기사 들어가서 도와주라니깐 그때서야,3년 전
547,  @user-cv3ij5uy7s,참 잘못하믄 자기 밥줄 날라가는데 핸들을당겨서 사람을 빼준게 대단하네요. 저 기사님은 운이좋네요.,1년 전(수정됨)
548,  @fill_blank,"난 국개위원 보단 어부, 농부, 군인, 간호사 등 자기가 맡은 일은 확실히 하는 사람들이 더 좋아",2년 전
549,  @user-pp7qd4pr4j,용감하시다,2년 전
550,  @dean8413,여성분이 대단하시네요 정말.훌륭한분이네요,1년 전
551,  @user-ij3dy1gi6i,책상위에서 머리만 굴리고 말만 번지르르하게 하는 샛기들보다 실상에서 당황치 않고 현명한  대처덕에 사람 살린 렉카 기사그리고 간호사 저 분들이 더 멋잇다,2년 전
552,  @user-jk5wv2df9k,걸크러쉬~!,6년 전
553,  @user-oo4ng8ot7b,진짜 시민이 영웅이다. 잔당도 쫌 배워라~~,3년 전
554,  @user-vt4vi8jh6o,간호사분 레커차 기사님 이런분들은 정부가 표창주세요 각박한 요즘에 참말로 감동입니다^^~~~,1년 전
555,  @user-fj3ly9tm7x,남자분들은  밖에서 어슬렁 여자분 용감하네요,2년 전
556,  @kyonggurney18,자그마한 몸의 여자분 대단하세요,3년 전
557,  @sjk8285,"이 일이 5년도 더 된거였나. 몇년 안된거 같았는데, 시간이 벌써 이리 갔네...",11개월 전
558,  @user-zx1ys6fi4m,렉카차들 욕하는 사람들 막상 저런 상황이 되면 어떨까요? 렉카하는 분들이 급한 상황에서는 소방서 구조장비보다도 빠르게 구조해드리기도 합니다 욕하지들 마세요제발,3년 전
559,  @user-vx4el4nk1z,렉커 기사님한테 진짜 포창장이랑 사례금 줘야된다 ㅎㄷㄷ,2년 전
560,  @user-hz1uo8rw1c,이런분들이 계셔서 살맛나는거 아니겠어요 ~^^,2년 전
561,  @balboa6028,불타는 버스안으로 뛰어들어가는 저 간호사...할 말을 잃었다..,3년 전
562,  @user-kd3jp3tm7i,뒤태의모습에서용감한간호사레커아저씨의 의로운행동에경의표합니다 생각,3년 전
563,  @user-fy4oj7ye9s,나이들엇어 주책이야 이런거보면 눈물나 ㅠ,2년 전
564,  @arim603,자신이 위험할 수 있는 상황에서 뛰어든 사람이 대단한 거지 도와주지 못했다고 비난 받을 일이 아님ㅋㅋㅋㅋㅋ예전 영상이지만 칭찬할 생각은 없고 오히려 비난부터 하는 거 보니까 웃긴다ㅋㅋ,3년 전
565,  @rager9379,여성분 존경스럽습니다.,2년 전
566,  @user-fy7xk3lw1e,역시엔젤이셧구나ㅡㅡ감사합니다ㅡㅡ렉카사장님감사해요.수고많이하셨습니다,2년 전
567,  @suyeollee7816,진짜 큰일날뻔 했네요,2년 전
568,  @ilikekorea8766,천만 다행입니다ㅠ,3개월 전
569,  @user-ix7kb1fr5h,남자들도 못들어가고 보고잇는데..저 여성분 진짜 대단하다...,3개월 전
570,  @bt7550,완전 드라마네ㅋㅋㅋ 어떻게 도움 되실만한 분들이 다있었대ㅋㅋㅋㅋ,3년 전
571,  @user-xd3nf5xw2v,우리나라에도 훌륭한 여성분도 계십니다..,3년 전
572,  @violetherb0917,"간호사분 대단하다. 역시 직업이 직업이다보니 생명의 중요성을 아시나. 나같은면 나같은사람이 뭔 도움이될까, 힘쎈 남자들한테 맡길텐데......",3년 전
573,  @user-wh7if1nj7u,진정한 영웅,8개월 전
574,  @nomno3542,여기서 알수 있는건 평소 가지는 마음가짐 부터가 틀려서 그 한순간에 내리는 판단력이 다르다....,2년 전
575,  @user-ne8hg4yt3f,목숨의 은인입니다,1년 전
576,  @syamimiwahida3400,Someone pls tell me did she and the driver bus okay?,3년 전
577,  @user-rd5nw6ss7o,간호사분.시민들.당신들이영웅입니다.,1년 전
578,  @shp2768,렉카분 아니었으면 꺼내지도 못할 상황이었네요 렉카분 덕에 살았네요,2년 전
579,  @user-ez8pn2cy3u,간호사인 이유가 다 있는듯,3년 전
580,  @user-qi1sq7if9n,힐링된다,2년 전
581,  @lua8212,복 받으실꺼에요^-^,3년 전
582,  @jackhello153,렉카차는 양아치들만 봤는데 오늘 처음이자 마지막으로 렉카차 다르게 봤다.,3년 전
583,  @zksue1204,레카기사님 센스간호사님 용기두분께 박수만 주지말고 상도 좀 주자,8개월 전
584,  @user-br6zu9ll6l,"간호사님, 레카기사님 훌륭하십니다!!!",1년 전
585,  @user-or5et7ty9d,멋찐 간호사 ㅡㅡㅡ대한민국 만세,1년 전
586,  @kds8439,간호사님 렉카 기사님 두분의 콜라보,3년 전
587,  @user-zo9rm7kf4m,레카 기사님 좋은분들 엄청 많습니다소수 양아치들 때문에,1년 전
588,  @chantelle1617,Did anyone get hurt?Sorry I can’t read Korean ,3년 전
589,  @user-dm5ex9ds1k,개멋있는 여성분이군...여자도 우리의 어머니 누나 동생이다..전부 이상하지는 않어,1년 전
590,  @user-pk9du5td6m,서민이서민을돕습니다!!누구한명이뛰어들어가는건쉽지않지만 대단하신분들,2년 전
591,  @durrk1234,간호사분이나 레커기사분이나 시점이나 관점에따라 당연한것도 당연하지 않은것도 아닌데 왜이리 난리들이람...?그래도 저분들이 멋진 이유는 누가 알아주지도 않는데 본인의 능력을 이용해서 한사람 구했다는거자나..저게 진짜 가장 멋지고 효율적인 협업이다저 상황에 내가 사용할수있는 능력이 무얼까 한참 고민했다...직업에대한 사명감... 가장 존중받아야할 의식아닌감,2년 전(수정됨)
592,  @jineki7376,경찰보다 빠른 레카기사들...위험성에  뭐라 하지만 말고 상생하는 좋은방안을 찾아야 할 듯,3년 전
593,  @user-zt4nw2mj7i,가슴 뜨거워지네요 무슨말이 필요합니까 제가다 감사합니다  그리고부끄럽네요;,2개월 전
594,  @user-rg8bg7po7e,중앙고속도로인가 ..... 도지사 히어로즈상 줘야지.... 줬나 모르겠네,6년 전
595,  @user-hj4ve3te4s,세상은 아직 살만한거 같다.,3년 전
596,  @lee_gunnyong1082,저런 분들이 좋은 환경에서 일하셔야 하는데 세상 참.....ex)렉카 기사님 : 폭주족 취급받던 사설 프리랜서 -> 보험사 정규 기사간호사님 : 대병원 간호주임,2년 전
597,  @user-jz7tb4ib4y,레카차에 간호사... 신이 버스기사분한테 한번의 기회를 주셨나보네요,2년 전
598,  @risingsunflagsamehakenkreu5940,도움주신 분들 한국의 어벤져스입니다,3년 전
599,  @user-qg5nv8ji9y,정말 멋지다 ... 경찰보다 훨 낫네,11개월 전
600,  @user-iy8gh9lt2i,간호사누나 직업정신 보소..ㅇㄱㄹㅇ RESPECT,3년 전(수정됨)
601,  @user-xu9bb8dk1e,레커차가 거는게 아니라 도와주다니...ㄷㄷ,2년 전
602,  @user-qi5lf3hb1n,간호사의 행동이 너~~~무 이쁘다~~~,4개월 전
603,  @juankim5695,이게 보시는분들이야 왜 저사람들 멍하니 구경만하고있지 이러실수도있는데 실제로 저상황이 벌어지면 어떻게해야지 하고 멍때리게됩니다. 꼭 주위에 큰소리로 정확하게 누굴 지목하셔서 어떻게 도와주세요 해주셔야되요 저분들도 렉카기사님 고함치시자마자 바로 뛰쳐나가시잖슴,2년 전
604,  @user-bh7xs8og2c,간호사님정말대단합니다감사합니다구해주셧서요,3개월 전
605,  @user-su4rg1mw1o,영웅!멋지시다,2년 전
606,  @user-ku3yi2dn8t,렉카차가 도로위 무법자긴 해도 그 형님들이 의리는 있더라,2년 전
607,  @user-kt2yn4gu2m,와 이게 벌써 6년전이라니,5개월 전
608,  @user-ke9uu1np4o,저라면 그저 발 동동 구르며 소리만 쳤을 듯합니다대단하십니다 ~,2년 전
609,  @user-bn5ei8wj8s,진정한 슈퍼히어로~~~,3년 전
610,  @user-zx5hm3ig2l,레카기사님 간호사님  대단하세요  이제 렉카 기사님들 삐뽀거리며 마구잡이로 빨리 달린다고 욕하지 않을게요ㅜ,3년 전
611,  @user-og7fj4xj4e,간호사 보다도 상황판단하고 현장을 지휘한 렉카기사가 영웅입니다.렉카기사 아니었음 버스기사는....,1년 전
612,  @user-oi4hz6wp4f,매췬 여경 남경들아 여경만 욕할게아니지ㅎ 이것이 직업정신이고 이것이 너희들이 보여야할 모습이다ㅎ 이런모습에 반만해봐라ㅡㅡㅋ,3년 전
613,  @shinfranprovidence,여자들이 대단하게 느껴지는 경우가 여성 간호사들의 이런 행동에서 가장 크게 나타난다. 평소 여성들은 겁 많고 힘든 일을 기피하는 것 아니냐는 편견을 가볍게 깨는 모습. 과거 캐나다 병원에서 환자 하나가 난동을 부렸는데…키도 체격도 작은 여성 간호사들이 몰려오는거 보고 감동. 한국 간호사분들 태움 그런거 하면서 훌륭한 간호사들 죽이지 말고 이런분들 처럼 용기있게 어디서나 사람 살리는 간호사들이 되길 바랍니다. ,3개월 전
614,  @user-zl7ik8cv3b,이사고는 안타갑지만 당신들은 진정한영웅입니다,4개월 전
615,  @ub9475,대단한분들이네요형사가쉬는날 도둑잡는건당연하다고하는사람들도있는데그런사람들에게 물어본다 휴무날에도 일하냐?,2년 전
616,  @user-yr7ue8cs4c,멋지네요,3년 전
617,  @fridaytvtv9290,렉카 기사님들 과속할때는 위험해서 욕했는데.. 저런 상황에선 진짜 과속을 인정할 수 밖에 없겠네...,1년 전
618,  @user-fy8uj3wj2r,아 생각좀 하샘 저게 당연한거면 이새상에 간호사는 없음 이상한소릴 하고있어 뇌가 꼬인거야뭐야 당연한거든아니든 싸우지좀 말고보셈 님들 싸우라고 이영상 올렸겠니??,2년 전(수정됨)
619,  @user-yh3ih3oz3p,감동적 눈물난다 두분아니였음 ㅠㅠ,3년 전
620,  @sihyun5875,간호사님,3년 전
621,  @user-fe7to8de3y,저 여성분 대박,2년 전
622,  @user-xb2cb7vn8h,여자몸으로정말용감하고.존경합니다.본.받아야합니다또.존경합니다.,1년 전
623,  @user-ug4qw4fz8s,우와.... 저 기사님도 승객분 다 내리게 한거 잖아요 렉카?그 기사분도 도와주시고 간호사님 뛰어 들어갔어...뛰어 가는거 영상으로 보고 간호산가 했는데 간호사애래.. 뒷모습에서 날개가 보인듯함..와..,2년 전
624,  @changwooseok9421,저걸 촬영해서 우리가 보고있는거긴하지만 블랙박스도 아니고 폰으로 들고 촬영한영상 같은데 그와중에 찍고만있는놈은 뭐냐 진짜 ㅋㅋ,2년 전
625,  @marine3834,사람목숨을 다루는 직업이란게...  코로나때문에 요즘은 더 대단해보임,2년 전
626,  @user-vt5im2on1j,간호사님 덕분에살맛이 나네요,2년 전
627,  @user-kk3cv5vs7w,렉카기사님도 대단하시네요...,2년 전(수정됨)
628,  @jackfrost5258,와우. 현실판 아이언맨이시네요. ,3년 전
629,  @user-qb2ts4fq1p,고맙습니다 ~,3년 전
630,  @user-hx2tk9om4j,원더우먼이구만....,4년 전
631,  @ggang1,리얼 간호사 ,9개월 전
632,  @user-fh2zp7wn6u,렉카 이럴때보면 좋은분들도 많다는걸 새삼느끼네요,3년 전
633,  @user-tk3uf4ct8b,간호사분 감사합니다 ㅠㅠ 하아,2년 전
