,아이디,댓글 내용,댓글 시간
178,  @user-ov8md2qq4b,난 낚시를 취미생활로 하는데 베쓰를 풀었던 이유를 낚시인한테 들은 이야기..낚시를 좋아하던 어떤남자가 가정일을 너무 미루다보니 아내가 열받아 베쓰를 풀었다고 하는 이야기를 들은적있다.그렇게 해야 고기를 못잡을것 아니겠냐 라는 여자의 계산였다는것.그 후로 피라냐를 풀었다는것은 씁쓸하지만 우리나라 민족성을 보는듯해..그게 씁쓸하다는것이다.,5년 전
179,  @coolso5053,피라냐 소금구이 해먹으면 겁나 맛있다는데...,5개월 전
180,  @chanK0191,물을 빼다니 ㅠㅠㅠ,5개월 전
181,  @user-wl6ov6tr5v,이러다 나중에는 악어도 볼 수있겠네...,5개월 전
182,  @user-id9wi2mx4i,그 위험 한 물고기를 풀어 놨는데 아늬씨 처벌이 불가능 하다고?!에휴. 우리나라 법 존나 약하네,2년 전
183,  @user-sv5qw2cs5y,도대체 왜 풀어놓는지...,5년 전
184,  @user-ov2cl8vr6c,피라냐 엄청 맛있다던데....흠..구워먹고싶다..,1년 전
185,  @user-we5yl6ss4p,킹가리형이랑 수달형 풀면 쟤네 전멸 쌉가능,1년 전
186,  @user-nr4hb4yv1o,유해 외래종은  아예 수입 금지를 시켜야 합니다.,2년 전
187,  @user-ts9dq2xv7x,나 혼자 알고리즘 선택을 받은게 아니구나 ㅋㅋㅋㅋㅋㅋㅋ,1년 전
188,  @user-dn3ni6zc1n,누가 버린것이 문제가 아니라 근본적으로 수입을 막아야 되는 것 아닌가.,1년 전
189,  @user-ur4nd1gx3e,토종물고기 잡아먹는 배스는 씨를 말려야 한다,4년 전
190,  @kimminsoo4680,Paco 랑 piranha 는 개 맛있는데 다들 고기 파티 하셨을듯,6년 전
191,  @user-nl6hh2ye2c,피라니아대 가물치 누가 센가요?,1년 전
192,  @user-fx9gw9gd6q,5년전 거지만 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ수입금지 항목에 넣어야하도 생태계 교란 품종이 되어야만합니까? 꼭!? 사람하나 불에서 개털리듯 변사채 되야만 인정해주나? 뭔 법이 이래? 이건뭐 해외 보다 법죄자가 없어서 다행인 나라지 너무 취약하다 할수밖에 없네...,1년 전
193,  @user-mk5zm1ry4w,"탈모,정력,노화방지에 좋다고하면 순삭인데",2년 전
194,  @solaekim8873,개념 없는인간들 때문에 정말 엄청난 손실이 생기는구나~ㅠ. 각성좀해야함~,5개월 전
195,  @user-nx1bc2hd9v,피라냐 방생한 사람지나가다 넘어져서 피라냐 있는 부분에 빠져라,2년 전
196,  @smkim362,0:30 아저씨ㅋㅋㅋㅋㅋㅋㅋㅋ 피라냐 주둥이 잡고 ㅋㅋㅋ,2년 전
197,  @Stevenjerrycruise,혹시 펌프로 물 빼면서 알들이 타고 흘려가지 않았을까 걱정입니다.ㅜㅡㅠ 그생각은 하셔는지요;;,2년 전
198,  @user-yo2mk2ls5d,피라냐ㆍ한국의 겨울이면 낮은기온에 다죽는걸로 아는데 궂이 물을다버려가며 잡아야하는지? 열대어종이 한국기온에 적응한건가요?,5개월 전
199,  @user-mh9tm1ov6u,국회에서 지들 밥그릇 쌈박질이나 하는것들 때문에 시급한 법규가 발효가 되지 않아서 생기는 일중에 하나이며 더불어 관련 공무원들의 사전 조사나 예방의 지치가 되지 않으니 벌어지는 일들이다.,2년 전
200,  @user-zx4ii1bs9t,사슴벌레 수입은 불법이고 피라냐 수입은 합법이네,1년 전
201,  @freehilee,처벌해야지..법을 만들어서라도..안되면..위험한 동물에 대한 수입을 금지하고..,5개월 전
202,  @a232355,해피브라더 채널보니까 유튜브 알고리즘이 이 영상을 추천해주네 ㅋㅋ,2년 전
203,  @19ageha32,개나 고양이도 키우다 싫증나면 버리는 놈들 천지인데 하물며 물고기는 더 무신경한 놈들이 많을 수밖에 없지.,2년 전
204,  @fpsfps3941,자연 생태계 파괴 논란 문제 ....,6년 전
205,  @live-like-waves,낚시 방송 보면 베스를 잡아 즐기고 풀어주던데... 잡는 재미 놓아주는 미덕이니 하면서 말이죠. 그런데 실상 베스 낚시 하는 사람들은 베스 잡자마자 뭍에다 버림. 토종 물고기 죽인다고 해서 그러는데 일반인들도 그런 해악종을 아는데 낚시 방송은 왜 풀어주라 할까요?,4년 전
206,  @user-lc4ok5zu3m,피라냐:날 고향으로 보네줘,5년 전
207,  @user-fl5xu2id2t,저런건 어떻게 살려서 국내로 들여온거야. 참 희안한 능력자들 많아.,1년 전
208,  @earth9716,유튜버: 오늘은 제가 피라냐를 길러 보겠습니다. (방송종료후 조회수 안나옴)유튜버: 아 망했네 방사 (처리개꿀),2년 전
209,  @user-ew1en7bf7g,방류한 놈 색출해서 단죄 손해배상 시켜야합니다,5개월 전
210,  @user-wf5zs6on9j,썸네일 피라냐 뭔데 귀엽냐,2년 전
211,  @user-dd6lf3id4u,근데 피라냐 실제로는 선빵안치면 안때리다던데 ㄹㅇ임??,4년 전
212,  @user-ot5qq8me7z,피라냐한테 한번 물리면 그냥 하나 없어짐,1개월 전
213,  @user-cc4gf3wp5g,어떤 나쁜놈이 저런걸 풀어놓은건지..,5개월 전
214,  @user-in1pm7fz3g,0:43 영화 끝까지간다에서 이선균이랑 조진웅 접선하는 곳 같다,1년 전
215,  @user-ej2qe4py3i,푸른상어님 유튜브 봤으면 생각보다 별일 아니란거 알았을건데 살인물고기라니 옛날이라 그런가 기자가 영화 많이봤네,2년 전
216,  @coopertimberline2012,그냥 냅둬으면 큰일날뻔함,7년 전
217,  @user-gt2su4nz9u,1마리 풀면 꿀잼이겠네,5년 전
218,  @philippedo943,가물치 몇마리풀면 해결되는거 아님?,1년 전
219,  @user-rn4pq3zh7d,피라냐가 왜 금지종이 아니지??; 이런 일이 또 생길텐데 아직도 똑같은 상황이려나~?,5개월 전
220,  @kanglee8722,"욕하지 말게나, 이것이 지들이 세상에 제일 준법정신 가지고 예의바른 관대한 지성인 인체하는 엽전들의 본성을 보여주는 증거다 !",2년 전
221,  @nanjobstory,6년 방송이 뜬금없이 추천으로 떠서 여기까지 왔네요 ^^,1년 전
222,  @user-dp6jf1po4o,아니 너무 당황스러운데 왜 이게 내 알고리즘에 뜨고 왜 사람들 다 화나있음...?,1년 전
223,  @conseptarttv5289,쥐포 만들면 고단백?!,2년 전
224,  @kst4776,꾸바 먹으면 맛있겠다,1년 전
225,  @user-yh3pc2jj7m,피라냐 자체를 키울수 없게 법을 개정해라!!! 저건 대형견을 목줄없이 밖을 돌아다니게 하는거나 다름없다!!!,1년 전
226,  @user-un6yt7ok1g,저거 매운탕 끓여먹으면 맛있는데,4년 전
227,  @user-zn8qv5he7v,꼭 감시해라 그놈 반드시 다시 방생한다,1년 전
228,  @sunnybegood334,지 행동이 이 사회에 미치는 영향을 좀 생각을 좀 하고 살자.. 좀~~~,5개월 전
229,  @minsoocho9541,피라냐 맛있지않나?,4년 전
230,  @cwau100,어차피 피라니아는 겨울에 다 죽는 물고기인데 저수지 물을 뺄 필요가 있었는지 의문입니다.,6년 전
231,  @sungtube7055,어떤놈이 풀어놓은건지 잡아 처벌해야함,7개월 전
232,  @user-kf1kd2ky2m,피라냐 맛있는데,5년 전
233,  @user-mj6lk6ev7o,피라니아 ㅋㅋㅋㅋㅋㅋㅋ 진짜 미쳤네 저수지에서 뭘 피라니아를 방생해,2년 전
234,  @lbnl8244,친구가하는소리가이러면 우리나라 생태계복원되고 아마존닮아간다고 좋은거아니냐고했다그래서 친구보고 너도 피라니아닮았으니 니네집은 아마존이냐했더니뒷통수 한대맞았다 윽,5년 전
235,  @user-ug1jd7eb5u,피라냐는 과연 맛있을까?,1년 전
236,  @user-kq6uh2lf5x,피라니아는 영화에서만 나온는줄알아는데 실제로 나와다니 말도안돼는소리다,1년 전
237,  @beckylee320,수입은 수입이고 저수지에 방류한건 다른법이지. 저런거에 법이 없다는게 미약한 나라라는거,1년 전
238,  @user-lg8or7se9o,피라냐는 살아있는 사람은 안먹음,3년 전
239,  @2zinon,벌금을 일정액수가 아닌 재산의 몇 퍼센트로 때려야 한다,2년 전
240,  @NAK_G,이 영상은 뭔데 4년 내내 추천영상이냐...피라냐 표정 정듦;;,3년 전
241,  @user-tl1nb1se4z,저거 매운탕파티하면 ㄹㅇ밥도둑,5년 전
242,  @user-of6oq7zx4l,피라니아  맛은 어떤가요?,9개월 전
243,  @user-yn8zt1yt5j,아흑...저게 무슨일인지....저럴거면 왜 키우냐?모든 애완 동물에 칩 이식 하고 등록하자!개나고양이만 하지말고!!그래야 덜버리든  티 생각해보고 키우겠지,2년 전
244,  @doodlemonster7387,우연히 알고리즘에 이끌리셔서 절 보셨다면 당신은 천운이 함꺼1할 것 입니다 좋아요 구독 누르시고 인생역전 대박나시구 행복하세요AA-,2년 전
245,  @user-wv6nv5jo2p,해외토픽인줄 알았더니우리나라에 피라냐가 ㅠㅠ,1년 전
246,  @user-vw2ls9vh9d,그나마 다행이다 .저수지가아닌 강에다 버렷으면 답이없다,3년 전
247,  @user-io8gj3jv4u,그러니까 피라니아 같은 어종 저수지에 그냥 버려도 처벌 없다는거 맞죠?? 좋은정보 감사합니다 고마워요,5개월 전
248,  @user-yn6uc2gr3p,피라냐는 사실 인간을 공격하지 않습니다.오히려 겁먹고 도망가요,3년 전
249,  @user-fz2vn2nk8n,열대어인데 겨울되면 안죽고 버틸수있나..?,1년 전
250,  @123leema2,외래 어종 판매점을 농수산부에서 관리 해야 합니다개인들이 우튜브예서도 사뮥하는것읗 많이 보았습니다 이들이 어항에서 키우다가 무책임하게 하천 및 저수지에 방류하면 이것을을 막을 방법이 없습니다볘스 같은경우 사람에게는 해를 끼치지는 않는 것으로 알고 있습니다하지만 아마존 피라니아와 다른 살인 물고기는 얘기가 다른 것으로 알고 있습니다불특정 인이 피해를 입을 경우 살인죄도 성립이 될것 입니다,3개월 전(수정됨)
251,  @user-mw7us3km1v,관련규정이없어도 피해를 입은 사람이 있으면 구상권이라도 청구해서 피해보상을 해줘야징 으휴,1년 전
252,  @user-vm8sx2mt8z,저런건 레알 사이코패스아님?,4년 전
253,  @12453264,와씨 미쳤네 그리고 저게 왜 수입금지가 아님;;;;;;;,5개월 전
254,  @user-lo7cv5rm4d,어떤 개쓰레기들이 장난질을 햇으니 무조건 찾아서 피라니아밥으로 줘야함,2년 전
255,  @user-bx9fz1be6b,이빨이 사람같어 대박,4년 전
256,  @user-qt3cf1uf3c,나라발전을 방해하는 짓을  하는 자는   반역자로 처단해서  본때를  보여야  이런 일이  안 일어 난다. 잡아서 처단시켜야 한다,5개월 전
257,  @user-fy6wp7qj6l,저거 진짜 얼마나 위험한 일인지 모르진 않을건대  수입을 해온다는건 관심이 있다는거니까 뭔생각으로 저런겨?,2년 전
258,  @user-td7zf8hu2p,거참 일좀합시다. 관련법 후딱 안만들고 뭐해?,6년 전
259,  @user-hs6ig4be7r,기자들은 후속 기사를 탐사 보도 해야 합니다.,5개월 전
260,  @JUNOegg,미친 법이 없엌ㅋㅋㅋㅋ,4년 전
261,  @ysk7794,방생한 놈  누구? 잡아서 피라니아 먹어로 줘야됨!,5년 전
262,  @conpeko5798,외래종 구입시에 기록으로 남겨야한다고봄 그러면 외래종을 키우는 사람도 함부러 버리지는 못할꺼임,2년 전
263,  @user-jz3ur1fk4q,중요한건 물 빼서 한 마리도 안 나왔다는 거임.,2년 전
264,  @user-bs5vt2gk6s,그래도 저수지에서 다행이지 강이나  계곡이였으면 풀어논 사람 사형해야함,3년 전
265,  @user-dc9qg6qf4c,아니 피라니아 가 왜 한국에 있는거야?무슨 이유로 저딴 걸 수입했던거야?,2년 전
266,  @gossip9047,"물고기든, 동물이든 감당하지도 못할 것을 방사하는 것들 잡아다가 태평양 한가운데 방사해주는 은혜를 베풀어주자.",5개월 전
267,  @user-mm9oe6ff8x,멍청하고 부모없는 행위,5년 전
268,  @wonhokang1884,개념없는 인간때문에 진짜 여러사람 피해보네요,2년 전
269,  @user-bq8qz9zm8m,반대로 처벌할 근거도 없는데 왜 굳이 아까운 저수지 물을 다 빼가면서까지 포획소동을 벌였는지 궁금하네. 무슨 법적 근거를 갖고 저렇게 행정한거냐?,5개월 전
270,  @user-wv5em7zr6n,국회의원 들 일안하네 진짜,1년 전
271,  @user-dr5it4up3f,저수지에서 뺀 물에 있던 알이나 치어들이 쓸려 내려 가지 않았을까? 그럼 그 물이 간 곳에서 또..,11개월 전
272,  @user-gr3le8ti4w,여기가 한국의 아마존이네,2년 전
273,  @user-lr1xk3lz6h,피라냐한테 왜자꾸 풀을먹여ㅋㅋ,2년 전
274,  @user-rv6hk2lh6t,이것이 ㅂ똑바로 법을 만드는 사람들의한계 ㅈ법을적당히만드는 국회의원들 모두에게 책임이있지요,1년 전
275,  @tokki0151,외래어종 규제하는 법이 새로 생겼는지 궁금합니다.,9개월 전
276,  @user-di6pi8oo9s,0:50 줌을 얼마나 한거여 ㅋㅋㅋ,3년 전
277,  @user-mn7ii3fm3j,저런거.갇다풀어.놓은.사람들.강력한법을만들어.벌금은.물론모든책임을져야합니다,5개월 전
278,  @user-su5oq5ek6u,어떤 미친인간이냐? 잡아서 사형시켜라,2년 전
279,  @user-ff1jh9xv6c,도대체 왜 저런짓을..,1년 전
280,  @user-gp9ek4si1v,동물이든 곤충이든 좀 위험한 종들은 들어오지 말았으면 좋겠다. 사는 사람 양심에 맡긴다해도 그 중 누군가 한명만 양심팔면 저렇게 되는건데 . . 구입하는 사람중에는 어린애들도 많고. .,7개월 전
281,  @user-eo5of3zm6b,0:53 줌아웃 겁나 웃기넼ㅋㅋㅋㅋㅋ,2년 전(수정됨)
282,  @user-vg5gx9ff2q,헐 저걸 왜 푼거야 ㅠ 이 못된 인간아 ㅠ ㅠ ㅠ,2년 전
283,  @didrkdcjf,외래종 통관시  차단이 최선이다..,2년 전
284,  @user-ez7gr1ur5k,무슨 알고리즘으로인해 난 여기로 오게된것일까,1년 전
285,  @nklee3975,처벌해야지 피라냐 밥으로 던져줘야지,2년 전
286,  @lisazz3036,수입.유통이 자유롭다니... 거기서부터 오류가 있네요,2년 전
287,  @blithe1483,왜 5년이 지난뒤에야 메인에 떳을까,1년 전
288,  @user-bc6hv9xw1s,6년전인데 바뀐게 있으려나...황소개구리부터 외래종 치명적인데;;;;이건 엄연한 범죄임 생태계 파괴를 하는데,1년 전
289,  @alimuhammad8134,정부는 우리나라에온 들어온 무슬림 퇴치가 그만큼 힘들다는것도 알아둬라!!!!,6년 전
290,  @user-ol7kv7fr4d,어떤  놈들이 저런데다가  버리는거여저런 행동은  농민을  잡는  행동이다제발  그러지 좀 마라행각없는  것들아,2년 전
291,  @rotrache,어떤놈은 집에서 낄낄대고 있었겠지혹시 딴데서 번식이라도 했으면 자기가 이런거 뿌렸다고 익명 게시판에 자랑질이라도 했으려나?,2년 전
292,  @user-tm4ke2tq2u,법을 강구해라. 강력하게 .,5개월 전
293,  @The_Lord_of_LockerRoom,정력에 좋다고 해봐 씨가 마를거다 아마 전신만신에 밧데리 어깨에 들쳐메고 족치러 갈걸?,6년 전
294,  @user-px7jm8ww5z,저렇게 무책임하게 버린 사람은 꼭 지옥가세요,10개월 전
295,  @user-tl2zg4mu4z,고생하셨읍니다.,5개월 전
296,  @user-up7op3rq2u,이게 5년전이네 ㅋㅋㅋㅋㅋㅋㅋㅋ,1년 전
297,  @simya94,5년전꺼 추천해준다고 봤던거 또 궁금해진 나는 뭐지..,1년 전
298,  @user-jf5qx7xv8p,"대박 , , 애니보면  세상이 더러워 졌다고 세상을 정화? 하는 악당이 생각나는 군요",2년 전
299,  @Wsfood,"4년전꺼, 이거 영화같았는데..  이빨이 꼭 사람이빨같네",2년 전
300,  @ImakoSystem,피라냐는 사람을 공격하지 않음  사람이 피라냐 한테죽은 사례조차 없음 근데 생각보다 맛있어서 많이 먹는다고함 ㅋㅋㅋ,5개월 전
301,  @clover5452,도대체 미친..나라가 보살이야.죄다 받아들여...법제도 좀 강화해 ㅅㅂ 국회에선 존나게 싸우는 게 서로 어떻게든 약점잡을라고만 하니까 욕먹는거임.,2년 전
302,  @user-pj5xz7vo5v,0:35 이자식 담배폈네,1년 전
303,  @parte-one5240,그냥 피라냐 수입 금지 먹이고 불법으로 들이면 그냥 피라냐 및 금지 품목 압수하고 교육 시켜라!!,1년 전
304,  @user-zj4rb2kn2e,조사하면... 알수 있음... 누가 풀었는지.. 국내에서 구할수 있는곳이 없음.. 외국 동물 판매 하는곳아니면. 불법 수입 한건가?,2년 전(수정됨)
305,  @user-fw8yw6lt8u,파쿠가있다고?,5년 전
306,  @user-eu9or1gb7z,인터뷰하신 주민분 굉장히 정치인 같으시다,2년 전(수정됨)
307,  @shinghacker,"음... 일단 징역, 벌금 하기 전에 수조에다가 풀어서 저 외래종 피라냐 풀어서 그사람 잡아다 넣어주자별 탈없으면 해가 없겠네",2년 전
308,  @user-zw6nx6yx5o,나라법이  진짜  똥법이야  사람죽이는 고기가 어째 수출입이 자유롭냐고,5년 전
309,  @edhilues801,"저 기회에 저수지 바닥 좀 더 파서 가뭄에 대비하는게 좋을텐데, 바로 물채웠으려나",8개월 전
310,  @Twitch_zealot8012,외국인줄알았네.. 피라냐 ㅎㄷㄷ,1년 전
311,  @user-gf7rn3wy7b,아니 야발 대체 한반도에 왜 피라냐가 있는거냐??,5개월 전
312,  @user-be4sn3ju8d,처벌? 아니지 피라냐 수조에 가둬서 잡아먹히게 해야한다,5개월 전
313,  @user-ku6oz6om1e,나라가 일을안해,5년 전
314,  @user-ss1fr4ro3q,저기 계셨을 연구원님 진짜 짜증났겠다,2년 전
315,  @howardd8097,아니 인터넷에 판매하는거 알지도 못했는데 이거보고 알았음. 그냥 피라냐 방생해서 엄청난 고생이 수반됐다고 그러지말라고만 하면 되지. 인터넷에 검색하면 다 파는것까지 뭐하러 보여주냐? 모방범죄의 씨앗 YTN,2년 전
316,  @user-zq7rn1qx9k,0:35 담배랑 비교하누 ㅋㅋㅋ,3년 전
317,  @thdalsdn98,뭐야 얼마전 뉴스인줄 알았는데 5년전 뉴스였네,1년 전
318,  @jinnylee3735,처벌따위 필요없고 큰 수조에 풀어놨던 애들 넣어놓고방사한 노옴 상채기 좀 내서 같이 넣어버리길.,5개월 전
319,  @user-wn2rg5bu7k,근데 뭐하는 사람이길래 산골짜기까지 가서 피라냐를 방생했지...?,2년 전
320,  @hansol246,피라냐 키우면 고기같은거 음식 남은거 뿌려주면 음식물쓰레기 처리에 도움이 되나요 혹시?,2년 전
321,  @user-vn7sf9oq3r,0:35  말보로 ㅎㅎ,3년 전(수정됨)
322,  @user-yv9qq1sl4p,피라니아 수영장에 꽉 채운 상태에서 피라니아 방사한 놈 잡아다가 상처 조금 낸 뒤 수영장으로 던져야 한다.,1년 전
323,  @user-sv3by7zk6m,그냥 이딴걸 못들여오게 막아야지 사람하나하나 통제하는거 절대 불가능함,1년 전
324,  @user-gn1bk1or6g,어차피 피라냐는 겨울때 죽을텐데;;;......ㅎㅎ^^,6년 전
325,  @user-hw1bu4lm9j,외국인줄 알았는데 우리나라였네;;;,1년 전
326,  @J-Tiger,오년 전인데 왜 나한테 오늘..,1년 전
327,  @user-di8lz2je5r,처벌할수는있다고해도 어케잡냐,1년 전
328,  @dailymoon5879,아직도 관련법이 없다는게 더 놀랍네,5개월 전
329,  @user-cd7ez1dw3k,ㅇㅎ 잘 알겠고 외래종은 들어오면안되죠 ㅇㅇ그러니깐 이 영상이 왜 요즘 뜨는지 설명좀;,2년 전
330,  @user-vp3tz2xt7m,이런걸 수입하게는 넘들을 법적으로 처벌해야지.....각종 대형 벌레나 짐승이나 파충류등 한국 생태계에 위협이 되는 생물들은 아에 수입을 못하게 해라................,1년 전
331,  @misterwolf8898,저렇게  수고하는데 또  버리는  넘   분명있을거다 참나뿐넘 ᆢ,2년 전
332,  @user-bo5qf4qc5t,4년전인데 왜 이리 댓글이 지금인것처럼 말해ㅋㅋ+너네가 하도 my 프사보고 뭐라 해서 바꿨다 이 자식들아,2년 전(수정됨)
333,  @sage7056,미국어디서 변기에 폭죽인가 넣고 내려서 시내 어딘가 상하수도가 빵터져 물난리 났다고 기사봤는데 한 사람의 무지로 이런 난리 개난리가 난다고- 누가 하나 물려서 다치고 우리 물고기 먹히고 저수지 물 다 빼고,2년 전(수정됨)
334,  @user-mu8lw9gz7d,현실...이런 반복,1년 전
335,  @user-sg1on6on6j,1:17,2년 전
336,  @user-gb3mh4gq2r,열대어 키우는 인간들중에 피라냐 키우는 놈들 엄청납니다 어디에다 버릴지 몰라요,2년 전
337,  @user-fz6zg6uu6b,이게 육년전 이라니... 참...,9개월 전
338,  @user-lr6qh7rs8s,0:35 말보루 ppl,3년 전
339,  @gnssoo6719,더 늦기전에 금지품목으로 등록하고 수입 제한하자...,1년 전
340,  @user-ch8ie2vm8g,법과 처벌이  강화 되면   해결될걸   알면서도  안하는  여의도 파란지붕.   그사람들 부터  국회가 머하는  곳인지  교욱부터 해야할듯 금뱃지는 개  멋으로 달고 다니냐  기  밥그릇 싸움이나  하지말고   국민한데  머리  ㄷ아리고  일좀해라,2년 전(수정됨)
341,  @user-nz2hi8dc1w,이 댓글을 못보신분은99.9%입니다 하지만 이댓글을 보신분들은 행운입니다또 이댓글을 보신분들은 행운이 오실것입니다,2년 전
342,  @user-sl5hb4xe6c,알수없는 알고리즘이다,2년 전
343,  @user-jf4qc6xf3j,1:18아저씨..우리나라 법따위 기대하지마세요..,1년 전
344,  @user-gx5jd9ty1p,충격저인  얘기...10여년전 수도권의 한 낚시터에 갔더니  주인이 그러던데... 공짜 낚시터에는  토종 물고기가 없을 거니까 자기네 낚시터로 낚시하라고...공짜  낚시터에는 자기가 외래종을 풀어  토종이 없을 거라고...그 인간에게 그 따위로 살지 말라고  성질내고  나왔습니다. 세상에는 탐욕의  노예들이 생각보다 많더군요.,2년 전
345,  @user-wz9ls8or1s,저물에 알이 있으면 어찌 되는가?,1년 전
346,  @roseuse2894,몇년전인데 잡았나요? 어떤인간이 피라냐를  강력처벌을해야됨,1년 전
347,  @holidayblackbean4184,여태까지 법도 안만들고 뭐 했냐? 국개의원  썪어 빠진 사법부 검사  판사놈들  그리고 공무원.. 다 파면감이다,5개월 전
348,  @user-ff1pc4fu8s,역시 나만 타고온게 아니었어,1년 전
349,  @user-lj8nm9ys9x,피라냐라니...헐,1년 전
350,  @user-oz9rf5ls8m,저런어종을 불법 수입하는 그늠들을초강력 처벌하라구 저렇게 돈버리지말고,5개월 전
351,  @user-rj9cs2iy8r,저런걸 들어오게하는게 미친거지,1년 전
352,  @user-tj7oj1te6m,이거 몰래 버린 사람 끝까지 찾아내서무기징역으로 다스려야한다,11개월 전
353,  @user-lv6vb5uu1u,와 내가 초3때 이거 나왔던 뉴스인데 무슨 그때 애들 사람 잡아먹는 물고기 아니냐면서 난리떨었던거 생각하니깐 추억돋네......시간 참 빠르다...,1년 전
354,  @user-lb9zh1oy3u,낚시꾼들이 살렸네..,2년 전
355,  @user-vj6iz1fu7m,헐!누가 버렸어?잡아라 그리고 외래종 허용 조정합시다 무서워 살겠어요? ,5개월 전
356,  @user-gg5cw2ip4n,어떤 인간들이 무책임 한짓을,5개월 전
357,  @user-lw3fd5vt8z,법이 없다는거에 놀람,1년 전
358,  @paperclay5937,와.. 이사람들 실수했네 저렇게 장소공개하고 다 빼면 또 누군가와서 피라냐 풀건데 저걸 장소공개해????,11개월 전
359,  @alchemist1657,1:27 와 이건 뭐.. 거의 사람 이빨이네;,1년 전
360,  @user-js2sc5hx5e,저거 백퍼 일부로 몰래 방사한거다 범인 잡아서 엄벌에  처벌해야함 사람에게 위협도되고 생태계도 파괴시키는 행위임. 무단방사에도 처벌불가라는게 얼마나 법의 허점이 많은지 드러나는거 ㅉㅉㅉ,5개월 전(수정됨)
361,  @bodhisattvaofguansim6939,정말 미친것들 천지. 생각이 없는자들이 많아 걱정.,6개월 전
362,  @user-nt9sw9qf3t,ㅅㅂ 5년전에 저 정도면 지금은 상황이 어케 됐을려나???,2년 전
363,  @user-ug7ff9zh2k,저렇게 까지 했는데... 알 까 놨으면 어쩌나요?,5개월 전
364,  @user-pe1tw3vc1j,피라나 풀어논 인간놈이 누구야 대체? 미쳤네,5개월 전
365,  @user-wi8rl3ye1e,어딜가나 몇몇 미꾸라지같은 새리들덕택에 국민혈세가 이리도 쉽게 낭비됨ㅋㅋ 그금액만큼 징역보내야하는거 아님?,2년 전
366,  @user-xh1du4vw6n,"만약 방사한 사람 잡게 된다면,  저기에 투임된 금액의 10배를 벌금으로.",1년 전
367,  @user-lv4nr2jd7f,가뭄 아닌데 왠 가문 했던... 6년전이네... 그땐 가뭄이 심각했지.,1년 전
368,  @zzzsleepjung,황소개구리 때만해도 난리였는데 왜 아직도 이럴까..,1년 전
369,  @user-fi3gm2lu6g,피라냐도 안건들면 괜찮은데미쳤냐 그걸 왜,2년 전
370,  @a_living_legend,꼭 그렇게 피라니아를 방사 했어야만!!!속이 후련했냐?!!!,2년 전(수정됨)
371,  @goldingot3796,저건 다른 물고기뿐만 아니라 괜히 피라냐 서식지 물가에 들어가는 사람도 큰 피해를 입을수있는 상황이 발생됨,2년 전
372,  @user-wn8tn7ny6o,피라냐가 하천에서 대량으로 번식하면 끔찍한 재앙이 올수도 있다 그걸아니까 인력장비물까지 버리면서 할수밖에 누군가가 애완용으로 키우다가 몰래버렸겠지,2년 전
373,  @stevekain4320,"수험생, 어르신, 정력,탈모, 가슴성장에 좋다고 소문나야하는데",2년 전
374,  @roundch6379,재산상 피해를 줬으면 구상권 청구해라,1년 전
375,  @ryoma1898,???:피라니아가 정력에 좋아,1년 전
376,  @user-sm8cn9hi5t,방생한놈  꼭죄값 돌아온다,2년 전
377,  @user-up8kb8tc3u,수입업자들  못하게 막어야함,1년 전
378,  @user-xc1wo1pu2s,물빼낸덕에 황소개구리 올챙이도 많이 퇴치 되었겠군,8개월 전
379,  @user-wg8um2vr3o,알수없는 유튜브 오르가즘이 여기에도 있었네,1년 전
380,  @totspurs8001,아니 왜 굳이 저렇게 했지????가을만 되도 못버티고 다죽을텐데 예산을 퍼부어서 물을뺀다고??????방사한놈도 아무생각없다지만 저렇게 해결하는것도 아무생각없는것같은데 ㅋㅋㅋㅋㅋㅋ고3때 수능 막 치고 청계천 갔을때 피라냐랑 가물치중에 뭐기를까 고민하다가 끝내 가물치 길렀었는데저새ㅡㅡ32끼때문에 피라냐 수입금지종되가지고 이젠 기르지도못함;;,1년 전
381,  @user-nt2mz1vj2n,관상용 수입금지시켜야한다.수입해서관상용 기르다 실증나면 아무데나 방사하는사람 엄격히처벌바한다.외래종 아우데나.버려서 생태계 교란시키지맙시다.,5개월 전
382,  @kimkeun1758,저거 다 농사에 쓸 소중한 물인데아.. 물고기 풀은 놈 굶겨야한다,2년 전
383,  @drkess9427,피라냐 맛이 되게 좋다던데  한국에 외래종을 푸는건 나쁜일,1년 전
384,  @rany6514,2015년 뉴스!!!지금은  관련 법 개정이 됐나요? 궁금하네요!,1년 전
385,  @user-sf3wn8qi1n,이젠좀 관련 법이 만들어 졌을라나...,2년 전
386,  @user-ey4sg7dk1c,저거 방사할 정도면 좀 안다는 인간일텐데 뭐하는 짓이지??,1년 전
387,  @user-no9rn9ps6v,유튜브 알고리즘이 날 이끌엇다,2년 전
388,  @user-zu6cu4md6f,22년 가뭄 심해졌다고 바로 알고리즘으로 데려오네 ㅋㅋㅋㅋㅋ,5개월 전
389,  @jahyunkim3150,잡아서 손해배상 청구 해야됨,5개월 전
390,  @user-vb2gh5bx7s,법을 빨리 만들어라국회의원들 정신차려라,5개월 전
391,  @user-rl8wo1bt9g,피라냐 솔직히 겁이 많아서 영화처럼 그렇게 되진 않는대...,1년 전
392,  @user-ut3yf9pl8d,누가 방사했나 무책임한 범죄다,5개월 전
