,title,view,upload_date
444,"['거북목', '교정', '운동', '3가지', '-', '2탄', '수어포함']",472회,1일 전
445,"['거북목교정운동', '라운드숄더교정운동-1분컷', 'shorts']",371회,3개월 전
446,"['동탄', '리몸델링', '체형교정에서', '거북목', '교정을', '받은', '10대', '남학생의', '소감']",367회,8개월 전
447,"['거북목', '교정을', '받고', '팔저림', '어깨', '통증이', '사라진', '40대', '여성', '인터뷰', 'l', '목디스크', '치료방법을', '찾으신다면', 'feat.', '동탄', '도수치료', '리몸델링', '체형교정']",367회,6개월 전
448,"['필라케이블', '기본동작', '10_컬업플라이', '【거북목', '교정】']",383회,4개월 전
449,"['은평인홈트', '거북목', '뭉친승모근', '다', '풀어버리는', '스트레칭', '여기있지', '어깨스트레칭', '홈트', '집에서', '하는', '홈트']",360회,11개월 전
450,"['DAY', '24', '거북목', '목', '통증개선', '목안의', '불편함등', '목의', '순환을', '도와요', '유챌']",363회,6개월 전
451,"['거북목', '명의', '점점', '앞으로', '기울어지는', '목,', '어떻게', '치료해야', '할까']",359회,4개월 전
452,"['거북목', '교정', '운동법', '맥킨지', '운동', '의', '올바른', '자세']",355회,2개월 전
453,"['거북목,', '말린어깨는', '이렇게', '해보세요.', '한번만해도', '효과보장', 'FIX', 'FORWARD', 'HEAD', 'POSTURE']",356회,2개월 전
454,"['내', '몸', '보고서', '목과', '어깨', '뒷골까지', ""뻐근…'거북목'"", '원인과', '대책은', 'YTN', '사이언스']",356회,3개월 전
455,"['거북목', '완화', '운동', '거북목,', '일자목', '개선', '운동', '3가지']",350회,3개월 전
456,"['거북목을', '위한', '운동', '솔루션', 'shorts']",419회,1개월 전
457,"['거북목', '스트레칭이', '쓸모없는', '이유']",345회,4개월 전
458,"['물리치료사가', '알려주는', '목디스크,', '거북목,', '일자목의', '정의~', '도대체', '누구냐,', '넌~~', '이론편']",339회,1년 전
459,"['거북목을', '위한', '운동', '솔루션', 'shorts']",335회,1개월 전
460,"['미추홀구시설관리공단', '임직원', '스트레칭', '영상', '2주차:', '거북목', '스트레칭']",342회,3개월 전
461,"['거북목', '필수', '운동']",321회,2개월 전
462,"['거북목', '교정Turtle', 'Neck', 'Correction']",486회,2일 전
463,"['DAY3', '앉아서도', '할수있는', '굽은등', '활짝펴기', '굽은', '어깨', '거북목', '교정', '유챌']",332회,7개월 전
464,"['10초만에..', '초간단', '거북목', '스트레칭', '방법', 'feat.', '일자목', '스트레칭,', '거북목', '운동']",322회,2개월 전
465,"['거북목인', '사람', '모여봐~', '거북목', '마사지', '직장인', '학생', 'shorts']",312회,8개월 전
466,"['거북목', '교정', '운동', '3가지,', '거북이가', '되는', '원인', '3가지']",311회,6개월 전
467,"['거북목', '교정을', '위해', '해야할', '3가지', '-', '1탄', '수어포함']",680회,1일 전
468,"['거북목', '후기영상', 'shorts', '거북목교정']",296회,6개월 전
469,"['거북목', '완화', '운동', '2탄', '거북목,', '일자목', '개선', '운동', '3가지', 'Part.02']",299회,2개월 전
470,"['거북목', '탈출', '목', '스트레칭', 'I', '날', '따라', '해', '봐요', '요렇게', 'EP.1']",318회,1개월 전
471,"['라운드', '숄더', '스트레칭', '라운드숄더', '거북목', '가슴스트레칭', '재활', '트레이닝', '트레이너', '피트니스', '신현리', '라이프플러스']",299회,2개월 전
472,"['뒷목이', '뻣뻣함의', '한방치료,', '거북목증후군,', '항강증']",300회,1년 전
473,"['A-53', '경추협착증', '목디스크', '목통증', '거북목', '일자목', '목디스크자연치유', '@들꽃효소마을', '단식원']",295회,2개월 전
474,"['거북아', '거북아', '뭐허니', '-', '거북목', '셀프치료']",291회,6개월 전
475,"['거북목,', '일자목,', '지친', '어깨의', '솔루션', '예인에서', '해결하세요', '★예인에스테틱', '전주', '신시가지점★']",291회,3개월 전
476,"['◈PS5◈', '엘든', '링,', '스톰빌', '성,', '거북', '목', '절임,', '석검열쇠', '얻는', '법,', '간단', '던전', '공략', '초회차']",289회,8개월 전
477,"['두꺼비', '목성형을', '아시나요', '일자목,', '거북목,', '가로', '목주름,', '세로', '목주름에', '효과적인', '목', '축소', '수술✨']",304회,3개월 전
478,"['목통증,', '어깨통증', '해결방법', '거북목,', '일자목', '예방', '운동', '3탄', '생활', '속', '틈짬때', '매일', '3분', '운동']",280회,3개월 전
479,"['거북목운동', 'How', 'to', 'fix', 'forward', 'head', 'posture', '바른자세', '거북목', '사각턱운동']",282회,2개월 전
480,"['거북목', '일자목', '모두', '교정', '가능한', '운동', '프리미엄', '리햅']",281회,5개월 전
481,"['오늘도내일도세솟는', '도수의일상', '5', '거북목', '1편', '-', '세솟는정형외과병원', '서강대', '앞']",276회,1개월 전
482,"['층간소음X', '거북목', '일자목', '해결방법', '생활', '속', '틈짬때', '매일', '3분', '운동']",279회,3개월 전
483,"['거북목증후군', '한번', '체크해', '봅시다']",272회,2개월 전
484,"['거북목', '교정', '스트레칭🖤견갑골과', '등', '근육', '스트레칭']",262회,1년 전
485,"['바른체형', '스트레칭', '수영', '스트레칭', '거북목', '굽은등', 'shorts']",262회,7개월 전
486,"['신개념', '목보호대', '이지넥블랙', '목보호대', '거북목', '일자목교정기', '목견인치료기', '거북목교정기', '거북목', '뒷목땡김']",265회,1년 전
487,"['일자목,', '거북목,', '뒷목', '뻣뻣할', '때', '1분', '스트레칭~', 'shorts']",257회,3개월 전
488,"['슬림핏', '다이어트_섹시한', '뒤태', '만들기', '01', '스완', '일자목,', '거북목', '교정에', '효과', '만점~']",262회,6개월 전
489,"['거북목', '일자목', '목통증,', '어깨통증', '해결방법', '생활', '속', '틈짬때', '매일', '3분', '운동', '층간소음X']",258회,3개월 전
490,"['예비신부', '거북목', '굽은등', '교정운동', 'shorts', '거북목교정', '거북목']",239회,1개월 전
491,"['이', '병은', 'MRI에도', '나오지', '않는다고', '-', '일자목', '거북목']",230회,2개월 전
492,"['거북목', '치료', '필수템', '카멜마운트', '모니터암', 'BMA-2', '리뷰']",229회,1년 전
493,"['이대로', '거북목', '방치하면', '*목', '디스크*걸립니다.', '거북목교정', '총정리-스트레칭편-']",235회,1개월 전
494,"['거북목', '쉽고', '빠른', '교정', '운동']",227회,3개월 전
495,"['내셔널', '거북목', '완치', '그래픽Ⅲ']",221회,2개월 전
496,"['내셔널', '거북목', '그래픽']",217회,2개월 전
497,"['굽은등', '과', '거북목에', '효과좋은', '스트레칭', 'shorts']",215회,2개월 전
498,"['Ep.10', '현대인의', '가장', '흔한', '질병', ""'거북목"", ""증후군'의"", '모든', '것을', '알려드립니다.']",222회,3개월 전
499,"['뻣뻣한', '목', '스트레칭', '-', '거북목', '교정', '😻']",214회,1개월 전
500,"['치료사', '출신', '강사', '거북목,', '일자목', '이신', '분들', '매일', '이', '운동', '하셔요', '거북목운동', '목운동']",219회,1개월 전
501,"['이대로', '거북목', '방치하면', '*목', '디스크*걸립니다.', '거북목교정', '총정리-교정운동편-']",243회,1개월 전
502,"['거북목', '굽은등', '스트레칭', '하루', '10분', '간편하게', '할', '수', '있는', '거북목', '굽은등', '교정운동']",216회,2개월 전
503,"['일자목,', '거북목,', '두통', '때문에', '고생중', '이라면', '이', '영상을', '꼭', '보세요.', '일자목', '거북목', '두통', '헬스트레이너', '교정', '목통증']",202회,3개월 전
504,"['단', '1번만에', '거북목', '교정', 'shorts', '거북목', '거북목교정']",262회,1개월 전
505,"['목통증', '이제', '좀', '시원하네', '일자목,', '거북목', '교정만이', '답이다', '고생하지', '말고', '미리', '챙기세요', '바른', '자세,', '바른', '목', '만들기', '디닥넥', 'Didocneck']",202회,3개월 전
506,"['거북목', '탈출', '체형개선', '운동', 'shorts']",193회,6개월 전
507,"['거북목', '스트레칭', 'feat.', '머리굽힘운동', 'PART', '1', 'shorts']",191회,2개월 전
508,"['두통,', '목통증,', '거북목', '교정', '루틴', '셀프마사지편', '두통', '1편']",205회,1개월 전
509,"['누구나', '쉽게', '할', '수', '있는', '초간단', '거북목', '운동', '게임유튜버가', '좋아하는', '초간단홈트', 'shorts']",185회,4개월 전
510,"['거북목을', '위한', '운동', '솔루션', 'shorts']",185회,3개월 전
511,"['거북목', '라운드숄더', ""'으쓱'"", '슈러그하세요']",187회,6개월 전
512,"['목', '아플', '때', '좋은', '운동-뒤통수', '근육', '풀기', '일자목', '거북목']",174회,2년 전
513,"['거북목', '교정운동', 'BEST3', '거북목', '교정', 'I목통증', 'I', '어깨통증']",177회,4개월 전
514,"['지지넥', 'TV', 'CF', '30s_IPTV광고', '거북목', '교정기']",181회,1개월 전
516,"['SNPE초보', '말린어깨,', '거북목인', '사람', '꼭', '보기', '웨이브베개사용법']",151회,8일 전
517,"['거북목', '무시하다간', '죽을', '수도', '있다', 'Shorts']",203회,2일 전
518,"['거북목', '탈출', '프로젝트', '풀업', '50회', '도전15']",108회,8시간 전
520,"['마사지', '전문가', '동주쌤', '직장인', '목.어깨', '스포츠', '마사지', '테크닉', '영상']",67회,2주 전
522,"['쉽게하는', '폼롤러', '교정', '운동.목어깨등', '통증완화,거북목', '일자목', '라운드숄더', '굽은등', '교정운동.폼롤러', '스트레칭']",38회,10시간 전
523,"['거북목을', '위한', '운동', '솔루션', 'shorts']",53회,1일 전
524,"['동작이..', '좀', '추해', '보일', '수', '있는데..', '갠차나', '갠차나😎', '목', '통증만', '보내버리면', '되지', '뀨', '한', '번', '해볼래요']",60회,9시간 전
525,"['딱', '5분', '거북목,', '라운드숄더', '있다면', '이', '운동', '바로', '하셔야', '합니다', '일자목,', '거북목,', '굽은등', '스트레칭', '교정운동']",28회,1일 전
526,"['안마원', '원장이', '전하는', '거북목', '허리', '단계별', '교정', '25']",20회,1일 전
527,"['거북목', '1분', '정리']",48회,1일 전
528,"['거북목이신', '분들', '모두', '집중하셔야', '합니다']",4회,13시간 전
529,"['호흡이', '답답하거나', '등이', '뻐근할', '때', 'shorts', '굽은등', '거북목교정', '피티원압구정']",29회,7시간 전
530,"['밴드를', '활용한', '거북목', '교정', '운동', 'feat.', 'breaststroke', 'prep']",없음,1일 전
531,"['거북', '목', '굽은', '등', '이젠', '하채까지', 'shorts']",없음,3일 전
532,"['어깨말림,', '거북목,', '체력문제', '말끔하게', '해결', '-', '182번째', '회원님', '고객후기', '인터뷰']",없음,18시간 전
533,"['전문가', '운동처방', '🔥거북목', '예방🔥', '상체', '스트레칭', '아침', '저녁으로', '꼭', '하세요']",없음,2일 전
