,title,view,upload_date
215,"['거북목', '교정운동', '휘고', '틀어진', '목어깨,', '척추', '바로', '펴자,', 'with', '김미경', '선생님']",6.5천회,5년 전
216,"['거북목', '교정', '스트레칭보다', '간단한', '생활꿀팁', '2가지']",6.5천회,3년 전
217,"['ENG', '거북목,', '라운드', '숄더', '탈출기🐢', '필라테스', '비추천', '하는', '이유', '경락,', '주사,', '도수치료', '❌', '집에서', '스스로', '교정하는', '방법']",6.5천회,1개월 전
218,"['당신도', '거북목입니까', '다큐S프라임', 'YTN', '사이언스']",6.3천회,2년 전
219,"['거북목', '그만🚫', '거북목', '스트레칭🐢', '2가지', 'shorts', '거북목', '스트레칭']",6.2천회,8개월 전
220,"['일자목', '거북목', '확실한', '스트레칭♡♡']",6.1천회,10개월 전
221,"['유투버', ""'헬창'님"", '거북목', '정복기']",7.6천회,1개월 전
222,['거북목'],6.5천회,4개월 전
223,"['굽은', '등', '교정', '말린', '어깨,', '굽은', '등,', '거북목을', '교정해주는', '스완', '동작', '후면', '라인을', '강화시켜', '봅시다~']",5.8천회,7개월 전
224,"['거북목', '교정운동', '하루에', '5분이면', '거북목', '교정', '충분히', '할', '수', '있어요', '신의영역에', '제가', '도전', '합니다']",5.8천회,9개월 전
225,"['거북목', '환자가', '거북목', '자세로', '자면', '안', '되는', '이유와', '해결방법']",5.7천회,1년 전
226,"['EP', '9.', '거북목', '자세교정', '재활필라테스', '12주운동']",5.6천회,1년 전
227,"['거북목', '잡는', '최고의', '운동', '날개뼈', '주위', '근육', '강화']",5.6천회,1개월 전
228,"['매일', '30초', '투자로', '거북목', '통증에서', '벗어나는', '방법']",5.6천회,8개월 전
229,"['거북목,', '라운드숄더', '인분들', '주목', '상체가', '개운해지는', '마법의', '스트레칭', '🍃']",5.5천회,2개월 전
230,"['하루', '1분', '거북목', '완화', '스트레칭', '3탄', 'shorts']",5.4천회,3개월 전
231,"['거북거북', '현대인들의', '만성질환', '거북목과', '일자목', '거북목교정,', '일자목교정,', '거북목마사지,', '거북목개선방법,', 'forward', 'head', 'posture']",5.3천회,3년 전
232,"['거북목은', '왜', '등', '운동이', '잘', '안될까요']",5.1천회,3년 전
233,"['거북목', '말린어깨', '바르게', '펴주는', '필라테스', '스완', '동작']",5.1천회,8개월 전
234,"['거북목', '버섯증후군', '있다면', '이', '운동', '꼭', '하세요.', '거북목', '잘가👋']",5.2천회,2개월 전
235,"['건강한', '우리', '부산', '거북목', '탈출', '프로젝트']",5천회,3년 전
236,"['거북목', '탈출', '아이패드,', '아이폰,', '태블릿pc,', '거치대', '가성비', '아이템', '5가지', '비교', '추천']",5천회,1년 전
237,"['거북목', '교정', '초간단', '스트레칭']",5천회,1개월 전
238,"['당신은', '거북목인가요', '신세계서울병원', '정형외과', '정호진']",5천회,4개월 전
239,"['거북목', '교정운동']",4.9천회,2개월 전
240,"['1분', '운동으로', '거북목', '예방하기', '거북목운동']",5천회,1개월 전
241,"['목과', '허리를', '견인하라', '일자목', '거북목', '허리통증', '있으면', '꼭하세요']",4.9천회,4개월 전
242,"['▶️거북목', '2분', '교정법', '수건으로', '거북목일자목', '교정', '먹고빼고', 'EatFit']",4.8천회,1년 전
243,"['거북목,', '일자목을', '교정하는', '기본운동', '2편,', '단축된', '목앞쪽', '근육마사지와', '스트레칭법']",4.7천회,7개월 전
244,"['닥터홍선생', '62.', '목디스크', '거북목', '있는', '사람은', '이미', '알고', '하고', '있는', '너무', '좋은', '방법', '목디스크,', '거북목,', '목', '통증,', '등', '통증']",4.7천회,4개월 전
245,"['거북목', '예방', '아이패드,', '노트북', '스탠드']",4.4천회,2년 전
246,"['거북목', '라운드숄더', '모든', '교정운동을', '한곳에', '담았다', '2']",4.4천회,6개월 전
247,"['거북목이고요.', '목,', '어깨가', '아파요.']",4.3천회,6개월 전
248,"['현대인들의', '거북목증후군,', ""'오버헤드스쿼트'로"", '해결하자', '초간단', '2분', '바디컷']",4.2천회,3년 전
249,"['거북목', '예방', '스트레칭', '3가지', '3', 'stretching', 'to', 'prevent', 'turtle', 'neck', 'shorts', '거북목', '굽은등']",4.2천회,1년 전
250,"['매일', '10분', '거북목,', '굽은등을', '해결하기', '위한', '운동', '루틴']",4.2천회,2개월 전
251,"['일자목운동', '거북목스트레칭4.', '쇄골마사지까지', '한번에,', '흉쇄유돌근', '운동']",4.5천회,9개월 전
252,"['거북목에', '두통까지', '있다면', 'shorts']",4.1천회,3개월 전
253,"['거북목', '교정', '운동', '&', '목디스크', '운동_PT재석']",4천회,2년 전
254,"['거북목증후군', '자연치료', '👨\u200d💻간단히', '어깨', '뒷목', '굳거나', '뭉쳐', '심한', '통증', '자연치료']",3.9천회,2년 전
255,"['딱', '7분', '거북목', '교정하는', '운동', '방법', '안미라']",3.9천회,4개월 전
256,"['거북목+굽은등', '탑재하신분', '보세요']",4천회,1개월 전
257,"['거북목', '굽은', '등', '교정', '운동', '마산', '라운지', '더리햅']",3.8천회,1개월 전
258,"['자세', '교정', ""'거북목"", '교정', ""스트레칭'""]",3.8천회,1년 전
259,"['거북목에', '최고로', '좋은', '3가지', '알려드립니다.']",3.7천회,5개월 전
260,"['통증도', '날아가는', '거북목', '교정운동', '3편', '바로바디', '프로젝트']",3.7천회,1년 전
261,"['거북목', '일자목', '교정', '이영상', '하나로', '통증이', '없어질수', '있습니다']",3.7천회,1개월 전
262,"['목디스크', '하루', '10분', '운동으로', '가능', '거북목', '일자목', '탈출', '목편한', '운동', '홈트레이닝']",3.5천회,3개월 전
263,"['※실제', '사례※', '벽만', '있으면', '준비', '완료,', '운동', '한', '번으로', '거북목', '치료까지', '나는', '몸신이다', '383', '회']",3.6천회,6개월 전
264,"['거북목운동', '앉아서', '하는', '5분', '거북목', '통증', '간단한운동']",3.4천회,1개월 전
265,"['목디스크,', '목통증,', '거북목', '환자의', '수면자세', 'shorts']",3.5천회,2개월 전
266,"['거북목,', '일자목', '교정', '호흡운동법', 'I', '루이빈치과', '류지헌', '원장']",3.9천회,3주 전
267,"['거북목', '교정', '굽은등', '스트레칭💡💡', '거북목', '거북목교정', '거북목스트레칭', '굽은등교정', '굽은등', '어깨스트레칭', '써니요가', '홈트추천', '굽은어깨', '초등학생브이로그']",3.3천회,1개월 전
268,"['거북목', '스트레칭', ',', '앉아서', '딱', '30초만', '따라해보세요']",3.2천회,3년 전
269,"['초간단', '거북목', '탈출', '운동', '명강사', '시즌2', '수상작']",3.2천회,3주 전
270,"['필라테스', '홈트여신', '바베바니의', '하루', '5분', '거북목', '교정', '스트레칭']",3.2천회,2년 전
271,"['거북목', '기적운동법', '지금', '시작합니다.', '몸만남tv', '에서', '여러분의', '숨은', '키를', '찾아드립니다.', '거북목', '거북목교정', '거북목스트레칭', '거북목재활']",3.2천회,3개월 전
272,"['여자친구가', '거북목이라면', '꼭', '따라해보세요', '따라하는', '건강레시피']",3.1천회,2년 전
273,"['악소리', '절로', '나오는', '거북목,', '굽은등', '스트레칭', '목,', '어깨', '시원하게', '스트레칭', '하기']",3천회,1년 전
274,"['거북목', '교정운동법']",3.1천회,1개월 전
275,"['일자목', '고치기', '거북목', '고치기,', '일자목', '거북목', '다른', '겁니다', '운동', '알고', '하셔야겠지요', 'How', 'to', 'Fix', 'Military', 'neck', '&', 'Head', 'forward', 'posture']",3천회,4개월 전
276,"['현대인의', '고질병', '거북목,', '말린', '어깨에서', '벗어나자', '🐢', '요가에', '빠지다', 'EP.', '3-1']",2.9천회,1개월 전
277,"['일자목,', '거북목', '교정', '스트레칭', '운동🧘\u200d♂️처음', '배우는', '초보자', 'SNPE', '바른자세', '척추운동']",2.9천회,2년 전
278,"['굽은등,', '거북목에', '좋은', '흉추', '가동성', '운동', '동작~']",2.9천회,3개월 전
279,"['거북목이라면', '놓치지', '말아야', '할', '마자시기']",2.8천회,3년 전
280,"['지금', '당장', '거북목', '증상', '고쳐야', '하는', '이유', '2', '가지', '-', '일자목', '거북목', '스트레칭', '치료', '교정']",2.8천회,2개월 전
281,"['거북목', '되기싫으면', '매일', '해야하는', '목', '운동', '목', '통증과', '두통의', '원인', '해결하기']",2.9천회,1개월 전
282,"['거북목을', '치료해주는', '앱', '🐢', 'shorts', 'forwardhead']",2.8천회,7개월 전
283,"['나도', '혹시', '일자', '거북목', '집에서', '간단히', '알아보는', '목', '테스트']",2.8천회,10개월 전
284,"['거북목-', '바른', '자세와', 'exercise로', '좋아진다']",2.7천회,2년 전
285,"['거북목,', '목틀어짐엔', '이', '운동', '하나면', '고민', '끝ヾ', '≧▽≦*', 'o']",2.6천회,1년 전
286,"['30초만에', '거북목', '탈출', 'feat.', ""'나는"", ""몸신이다'"", '출연']",2.6천회,3개월 전
287,"['땅콩볼을', '이용한', '거북목', '교정과', '승모근통증', '등통증', '해결', '운동', 'Duoball', 'for', 'Forward', 'Head']",2.5천회,10개월 전
288,"['상체', '후면', '운동', '뒤로', '꺾어', '말린', '어깨', '거북목', '교정하는', '리버스', '플랭크', 'shorts']",2.5천회,7개월 전
289,"['거북목,', '둥근어깨', '날려버리는', '랫풀다운', '허리', '목', '아픈', '이유', '&', '해결해주는', '등', '운동', '자세박사윤박사_등운동', '1편', 'ep.24']",2.4천회,1년 전
290,"['거북목증후군', '운동', '마사지,', '스트레칭,', '교정', '및', '강화운동', '총정리']",2.4천회,3년 전
291,"['초간단', '목,', '어깨', '정화운동', '거북목', '일자목', '어깨충돌증후군', '다따라하기']",2.4천회,3개월 전
292,"['거북목은', '어떤', '마음', '때문에', '생기나요']",2.4천회,3개월 전
293,"['거북목', '조심..']",2.4천회,2년 전
294,"['워라밸TV', '🐢거북목에', '💀척추휜', '직장인', '다모여라', '😼직장냥', '균형이가', '알려주는', '올바른', '자세로', '👨\u200d💼👩\u200d💼업무보는법❗❕❗❕']",2.3천회,11개월 전
295,"['아두이노', '거북목', '방지기', '제작']",2.3천회,1개월 전
296,"['하루', '3분', '거북목', '예방', '체조_더스트레이트']",2.3천회,4년 전
297,"['그렇게', '앉아있다간', '거북목을', '못', '면합니다']",2.3천회,3개월 전
298,"['이거', '하나만', '잘해도', '거북목', '교정됩니다']",2.3천회,6일 전
299,"['모니터', '위치만', '바꿔도', '거북목', '예방', '가능']",2.2천회,1개월 전
300,"['거북목', '굽은등', '어깨', '스트레칭🔥', '거북목스트레칭', '거북목', '거북목교정', '굽은등교정', '굽은등', '어깨스트레칭', '스트레칭', '거북목운동', '목디스크']",2.2천회,1개월 전
301,"['거북목교정', '라운드숄더교정운동', '바른자세만들자']",2.2천회,2년 전
302,"['거북목,', '안구건조증', '등', 'VDT증후군에', '대해', '알아보자', '스마트폰,', '컴퓨터', '작업환경이', '만든', '현대인의', '증상들']",2.2천회,2년 전
303,"['물리치료도수치료', '극대화', '해드립니다', '오십견', '거북목', '일자목', '만성요통']",2.3천회,4주 전
304,"['스스로', '치료하는', '어깨통증,', '거북목,', '허리통증', '완화', '자연치유', '따라하는', '요가', '스트레칭']",2.1천회,3년 전
305,"['거북목', '교정', '수키원장', '월요일', '전신운동', '모두', '따라하세요']",2.1천회,1개월 전
306,"['거북목증후군', '자가진단', '테스트']",2.1천회,1년 전
307,"['거북목', '교정에', '탁월한', '운동법', '브릿지', '몸개그', '포함', 'turtle', 'neck', 'correction', 'adjustment', 'Comedy', 'Bridge']",2.1천회,2년 전
308,"['거북목', '굽은등', '교정운동', '딱', '15초', 'shorts', '거북목', '굽은등']",2천회,1개월 전
309,"['10분', '아이', '체형', '교정운동', ""'희원쌤의"", '아이', '거북목', ""잡기'""]",2천회,6개월 전
310,"['다이어트', '71kg에서', '58kg으로', '감량', '체형교정과', '거북목', '개선도', '인생', '첫', '비키니', '촬영']",2천회,2년 전
311,"['나', '거북이', '아닌뒈🐢📢거북목&일자목', '교정에', '좋은', '목', '신전', '운동🐱\u200d🏍']",1.9천회,1년 전
312,"['👍집에서개인레슨👍', '거북목', '목디스크', '집에서', '개인레슨받는', '것처럼운동하세요']",1.9천회,3개월 전
313,"['아이소넥', '일자목,', '거북목', '교정', '원리', '아시아경제TV', '인터뷰']",1.9천회,4년 전
314,"['거북목', '굽은등', '스트레칭,', '눈피로', '푸는법', 'standing', 'yogaathome', '제로요가', 'Joanne']",1.9천회,1년 전
315,"['모니터암', '설치', '필수인', '이유ㅣ거북목에', '좋은', '아이템ㅣ모니터암', '사용', '리뷰', '추천']",1.9천회,2년 전
316,"['거북목', '거북목', '탈출', '하루', '10분', '루틴', '목스트레칭', '거북목']",1.9천회,6개월 전
317,"['효과빠른', '거북목교정운동', '수건으로', '거북목셀프교정', '굽은등펴주는', '운동루틴', '이중턱살빼는', '거북목교정운동', '루나홈트']",1.9천회,3년 전
318,"['거북목', '일자목을', '누워자면서', '고칠수', '있다면~', '이보다', '좋을수', '없다']",1.8천회,3개월 전
319,"['거북목', '10초만에', '고치기']",1.8천회,10개월 전
321,"['⚠️굿바이', '거북목⚠️', 'shorts']",1.8천회,1개월 전
322,"['거북목', '증후군,', '목', '디스크', '부른다…', '거북목', '예방', '운동법은']",1.8천회,10개월 전
323,"['📣지금', '의사가', '만든', '베개', '38%', '할인중', '목디스크', '거북목', '일자목', '주목🙋\u200d♀️', '씨가드', '닥터필로']",1.8천회,4개월 전
325,"['하루에', '10분', '앉아서', '하는', '거북목,', '라운드숄더', '교정운동', '임산부,', '육아맘,', '직장인', '모두', '할', '수', '있는', '시원한', '스트레칭']",1.7천회,2년 전
326,"['경추', '의료기베개,', '네큐어', 'MP_100,', '필요한', '이유~', '거북목', '교정,', '목디스크', '치료와', '숙면에', '도움']",1.7천회,7개월 전
327,"['✅', '거북목을', '유발하는', '목빗근', '흉쇄유돌근', '스트레칭']",1.7천회,3일 전
328,"['거북목', '완화', '운동', '거북목', '완벽', '해결', '폼롤러', '운동', '3가지_폼롤러', '없이', '하는', '방법']",1.7천회,2개월 전
329,"['거북목', '증후군으로', '고생하던', '이', '소녀가', '택한', '길은', '닥터', '팍', '스토리', '제', '2화', '강주연', '님', '편']",1.6천회,4개월 전
330,"['거북목', '교정', '전문가가', '알려주는', '누워서', '이마', '눌러', '턱당기기', '운동']",1.6천회,5개월 전
331,"['아두이노응용', '5', '거북목', '방지기']",1.6천회,2년 전
332,"['거북목', '셀프', '스트레칭', '필라테스', '체형교정', '재활운동']",1.6천회,6일 전
333,"['말린어깨', '거북목', '라운드숄더', '이론이', '아니라', '실전이다.', '걷기운동', '러닝', '달리기운동', '걸음걸이교정', '처진', '어깨부터', '잡아야', '하는', '이유', '정성열의', '바른걷기', '펌프워킹']",1.5천회,1년 전
334,"['거북목', '교정운동', 'shorts', '거북목교정', '거북목']",1.5천회,1개월 전
335,"['★UC청출어람★', '울산과학대학교', '물리치료학과', '-', '거북목', '치료법']",1.4천회,2년 전
336,"['등살빼기', 'shorts', '굽은등', '거북목']",1.9천회,9시간 전
337,"['거북목', '목이아니라', '이곳을', '교정하세요', '닥터포유', '2020.11.18', '디지털증후군']",1.4천회,2년 전
338,"['거북목', '교정운동']",1.3천회,1개월 전
339,"['거북', '목', '5분', '운동', '목', '통증', '목주름', '있는', '사람들을', '위한', '맨', '몸', '운동']",1.3천회,8개월 전
340,"['거북목', '해결', '방법을', '알아낸', '복남_거북목', '웹드라마_거북별_', '4화']",1.3천회,2년 전
341,"['거북목증후군&라운드숄더', '현대인에게', '많이', '발생하는', '질환']",1.2천회,1개월 전
342,"['거북목', '해결책은', '거북목', '스트레칭_거북별_웹드라마_5화']",1.2천회,2년 전
343,"['움츠러든', '내', '모습', '피고', '싶을때', '스트레칭', '피티원압구정', '거북목스트레칭', 'shorts']",1.2천회,1개월 전
344,"['라운드', '숄더&거북목', '교정', '라운드', '숄더,', '거북목', '고민', '타파', '현직', '뱀부', '테라피스트의', '효과', '보장', '셀프', '뱀부', '스트레칭']",1.2천회,6개월 전
345,"['거북목을', '위한', '운동', '솔루션', 'shorts']",1.2천회,5개월 전
346,"['거북목,', '일자목', '방치하면', '이렇게', '됩니다', '반드시', '교정해야', '되는', '이유', '-', '뼈건강', '골든타임', '1│거북목,', '일자목,', '원인,', '통증,', '교정,', '치료,', '예방법']",1.2천회,9개월 전
347,"['★15초', '완성★', '거북목', '완화에', '특효인', ""'벽"", '기대기', ""운동법'"", '나는', '몸신이다', '383', '회']",1.2천회,6개월 전
348,"['플라잉요가', '-', '경추', '견인', '및', '거북목', '교정🌈']",1.2천회,4개월 전
349,"['Shorts,', '누구게', '뱀인줄,', '거북목', '증후군', '없는', '거북이,', 'متلازمة', 'عنق', 'السلحفاة,', 'Turtle', 'Neck', 'Syndrome,', '동물농장,', 'Ukulele,', '우클렐레', '연주']",1.2천회,1년 전
350,"['굽은', '어깨,', '거북목', '탈출', '탄력밴드를', '이용한', '자세', '교정', '운동,', '함께', '해봐요']",1.2천회,1년 전
351,"['👉스페셜컨텐츠👈나는왜', '거북목인가', '원인을알아야', '고칠수있어요~꼬북이들', '모여라~~😊', '거북목', '목디스크']",1.2천회,4개월 전
352,"['거북목이라면', '제발', '이', '운동', '해주세요', 'shorts']",1.2천회,4개월 전
353,"['라운드숄더', '해결', '3가지', '운동', 'health', 'rehab', 'shorts', '거북목교정', '거북목', '직각어깨', '등운동']",1.1천회,1개월 전
354,"['거북목에', '새우등의', '위험성은', '두통,', '어지러움,', '이명,', '브레인포그의', '원인']",1.1천회,5개월 전
355,"['거북목', '굽은등', '승모근', '있다면', '푸쉬업', '이렇게', '하세요']",1.1천회,11개월 전
356,"['하루10분', '어린이', '필라테스😣거북목NO', '😊곧은', '어깨YES']",1.1천회,1년 전
357,"['자세', '좋은', '사람도', '일자목', '거북목', '평생', '못', '벗어납니다.']",1.1천회,2개월 전
358,"['항상', '뻐근한', '목', '거북목', '교정,', '턱만', '당기면', '된다고', '바른생활', '1회']",1.1천회,1년 전
359,"['거북목자가진단법', '과', '거북목교정', '셀프마사지', '위뷰티', '내손성형라이브']",1.1천회,11개월 전
360,"['스파인코렉터', '굽은등', '거북목', '교정을', '위한', '25분', '운동']",1.1천회,4개월 전
361,"['거북목에', '좋은', '운동,', '나쁜', '운동', '코메디닷컴']",1천회,4년 전
362,"['거북목,', '일자목', '교정', '거북목', '일자목', '목디스크']",1천회,2개월 전
363,"['양요섭', 'Full', 'Shot', '모음', '거북목', '치료', '춤']",1.5천회,1일 전
364,"['오늘의', '홈트', '현대인의', '고질병', '거북목,', '라운드', '숄더', '여름이', '다가오기', '전에', '폼롤러로', '교정해요']",1천회,6개월 전
365,"['거북목', '교정운동법']",1천회,2개월 전
366,"['시원한', '굽은등', '교정', '운동법', 'shorts', '거북목', '거북목교정', '굽은등']",1천회,1개월 전
367,"['거북목', '없애고', '싶다면', ""'이렇게'"", 'shorts']",1천회,2주 전
368,"['지겨웠던', '거북목', '탈출', '손쉬운', ""'양팔"", '올려', '삼손', '쥐기', ""운동'"", '나는', '몸신이다', '373', '회']",1천회,8개월 전
369,"['은신처는', '가볍게', '박살내는', '거북이']",1천회,1일 전
370,"['거북목', '교정', '운동', '&', '상체', '자세교정', '방법', '-', 'GX', '그룹운동']",999회,1개월 전
371,"['거북목', '교정운동']",994회,1개월 전
372,"['거북목', '자가진단법', '🐢']",974회,4개월 전
373,"['거북목', '자가', '교정', '-', '1편', '골반', '교정부터', '해야', '하는', '이유']",921회,1년 전
374,"['거북목,', '허리디스크', '집에서', '치료할', '수', '있어요']",908회,11개월 전
375,"['거북목', '목통증', '컴퓨터', '작업', '시', '아플', '때', '바로', '바로', '해결해야', '합니다', '그래야', '근본적으로', '교정됩니다']",901회,8개월 전
376,"['수험생', '거북목', '예방', '스트레칭']",881회,5개월 전
377,"['내가', '거북목인지', '20초', '안에', '알아보는', '방법', '직장인,', '학생', '주목']",857회,3개월 전
378,"['말린', '어깨,', '거북목,', '라운드', '숄더', '초간단', '스트레칭']",860회,1개월 전
379,"['거북목', '교정', '너무', '쉬운데요', '굽은등,', '거북목', '교정운동', '+', '스트레칭', '방법']",863회,2개월 전
380,"['거북목', '교정운동', '가슴', '펴기가', '아닙니다❌']",842회,3개월 전
381,"['시드니', '꽃미남', '의사에게', '거북목', '교정', '받기,', '뼈소리', '우두둑', 'Dr.', 'Top', 'KIM', '&', 'Spinal', 'Care', 'Dean', 'in', 'Sydney']",827회,2개월 전
382,"['거북목', '탈출은', '물론', '두통까지', '사라지는', '👉🏻거북목', '교정법👈🏻']",845회,6개월 전
383,"['모두의', '거북목', '스트레칭']",807회,3개월 전
384,"['목', '뒷골', '땡길', '때', '하면', '아픔이', '사라집니다', '거북목', '통증', '교정', '강화', '운동', '2탄', '견갑거근', '스트레칭', 'shorts']",815회,1년 전
385,"['너무', '시원해요', 'shorts', '거북목', '목디스크']",800회,1개월 전
386,"['거북목', '자가', '교정-3편', '사각근', '스트레칭']",826회,1년 전
387,"['🐢굽은등&거북목', '따라', '해보세요', '효과', '직방✅', 'shorts']",881회,1개월 전
388,"['거북목', '교정운동', '전후']",797회,2개월 전
389,"['거북목', '교정', '띠라렉', '디닥넥', '잘못하면', '독이될까', '전문가들이', '알려주는', '결론은', '과연', '말처럼', '쉽게될까', '실버의', '소확행', '70대유튜버', '실버시대TV']",780회,11개월 전
390,"['거북목', '변화', '과정', 'shorts']",774회,3개월 전
391,"['현직', '정형외과', '원장이', '알려드립니다', 'ㅣ', '거북목', 'ㅣ', '일자목', 'ㅣ', '스트레칭']",773회,1년 전
392,"['거북목,', '일자목', '해결', '쉽고', '효과적인', '스트레칭']",748회,1개월 전
393,"['Massage', 'ASMR', '거북목', '교정', '목', '&', '어깨', '마사지', 'Neck', '&', 'Shoulder', 'Massage', 'for', 'Tech', 'Neck', 'Text', 'Neck']",730회,7개월 전
394,"['거북목', '교정운동', 'shorts']",684회,1개월 전
395,"['거북목', '교정운동']",697회,4개월 전
396,"['거북목', 'Forward', 'head', 'posture', '과', '우울증', ':', '인식을', '통해', '습관', '바꾸기']",684회,2년 전
397,"['거북목', '교정하려면', '꼭', '같이해줘야하는', '부위', '등', '상부흉추']",690회,1년 전
398,"['프로토타입', '시연', '영상', '有', '거북목', '판별', '알고리즘을', '활용한', '자세', '교정', '반응형', '헬스케어', '시스템', '여러분의', '목은', '건강하신가요', 'feat.', '거북목과', '함께한', '졸업', '프로젝트', '개발']",661회,2년 전
399,"['안마원', '원장이', '전하는', '거북목', '허리', '단계별', '교정', '15']",638회,2개월 전
400,"['바른자세', '거북목', '라운드숄더', 'forward', 'shoulder', '교정을', '위한', '상체', '기본운동', '정성열', '푸시업', '하루에', '100번', '30일만', '해보세요.']",662회,1개월 전
401,"['굽은어깨,', '굽은등', '교정운동', '거북목', '말린어깨', '라운드숄더', '홈트', '오십견']",627회,5개월 전
402,"['필라테스링', '운동법', ':', '거북목스트레칭', '운동법']",623회,1년 전
403,"['거북목', '챌린지']",623회,3개월 전
404,"['거북목', '교정🐢', '직장인', '만성', '피로', '풀어주는', '초간단', '스트레칭🙆']",614회,1년 전
405,"['놀라운', '거북목', '교정기', 'https:', 'cafe.naver.com', 'daeho3501', '32936viewType=pc']",616회,1개월 전
406,"['거북목', '바이러스에', '걸린', '이', '시대의', '직장인들을', '위한', '바이러스', '퇴치법', '워킹데드', '퇴치법', '거북목', '거북목교정', '간단스트레칭']",602회,3년 전
407,"['거북목', '30년차가', '인정한', '인생', '경추베개', '추천제품']",600회,2개월 전
408,"['고양이와', '거북이', '사이..', '벵갈', '망고와', '육지거북', '롱롱이', '사냥', '아님', '고양이', '육지거북', '벵갈', '레오파드육지거북']",579회,4주 전
409,"['현직', '물리치료사도', '매일', '쓰는', '거북목', '스트레칭', '루틴', '+', '굽은', '등,', '라운드숄더', '교정은', '덤✨']",574회,8개월 전
410,"['거북목이', '심한', '당신', '기적의', '10초', '마사지', 'feat.거북목교정마사지', 'shorts', 'shortsvideo', 'shortsvideos']",569회,1일 전
411,"['하루', '5분', '라운드숄더', '교정', '이걸로', '끝', '어깨', '거북목', '굽은등', '스트레칭', '운동']",570회,1개월 전
412,"['거북목', '승모근', '통증', '효과없는', '스트레칭은', '그만', '3가지', '강화', '운동', '따라해', '보세요', '대흉근', '스트레칭', '흉추가동성', '운동', '어깨', '가동성', '운동']",578회,1개월 전
413,"['다본', '거북목,', '굽은등', '운동']",576회,4개월 전
414,"['거북목,', '굽은등', '3분', '셀프', '스트레칭']",554회,3개월 전
415,"['거북목', '굽은등', '있다면', '벤치프레스', '이렇게', '하세요.']",556회,11개월 전
416,"[""'이"", ""동작'"", '하나로', '거북목', '탈출할', '수', '있습니다']",550회,3개월 전
417,"['거북목', '스쿼트']",736회,1일 전
418,"['성장기', '아이,', '거북목으로', '아파해요🐢', '키', '크는데', '방해되지', '않게', '어떻게', '관리해줘야', '하죠']",535회,3개월 전
419,"['거북목이라면', '집중', '목이', '쫙', '펴지는', '브라키오사우르스', '체조', 'shorts']",525회,1개월 전
420,"['거북목', '교정', '루틴', '3가지', '-', '3탄', '수어포함']",669회,1일 전
421,"['거북목,', '두통있고', '자세도', '안좋다']",497회,6년 전
422,"['거북목＆일자목', '있으신', '분들..', '이', '목마사지기', '진짜', '효과', '대박', '강추합니다']",513회,1개월 전
423,"['거북목+일자목+라운드숄더+굽은등', '세트로', '오면', '교정방법', '알려드립니다']",485회,3개월 전
424,"['짐볼로하는', '거북목', '굽은', '등에', '좋은', '스트레칭']",604회,4개월 전
425,"['🐢5분', '안에', '거북목', '안녕👋', '간단하게', '목', '교정', '스트레칭하기']",483회,2개월 전
426,"['거북목', '굽은', '등', '폼롤러', '셀프', '스트레칭', 'How', 'to', 'self-stretch', 'turtle', 'neck', 'and', 'curved', 'back', 'with', 'a', 'foam', 'roller']",559회,4일 전
427,"['거북목에', '새우등', '자세,', '치료가', '꼭', '필요한', '이유는', '미남&미녀', '자세', '건강의', '비밀']",527회,5개월 전
428,"['거북목,', '굽은', '등', '흉추후만', '추나', '술기', '올바른', '척추정렬의', '중요성']",467회,1개월 전
429,"['거북목', '때문에', '퇴사할', '순', '없잖아요...', '현대인들을', '위한', '일자목', '스트레칭ㅣ메디움', '도수치료센터']",455회,4개월 전
430,"['아케소', '거북이', '목보호대', '💥거북목교정기💥', '💥목스트레칭💥', '💥목보호대💥']",455회,11개월 전
431,"['길다란쌤', '거북목을', '길다란', '목으로~', '길다란목을', '원하세요', 'shorts', '거북목', '길다란', '공원체조']",588회,10시간 전
432,"['무턱', '환자가', '말하는', '거북목,', '일자목의', '원인은', 'shorts']",463회,5개월 전
433,"['거북목을', '위한', '운동', '솔루션', 'shorts']",424회,4개월 전
434,"['쉽게', '거북목', '탈출하자', '거북목스트레칭', '일자목', '필라라희']",426회,1개월 전
435,"['누우면', '바로', '기절,,,', '거북목베개', '추천', '하루수면연구소', '하루끝베개', '리뷰']",551회,3개월 전
436,"['땅땅하게', '굳은', '거북목', '볼', '마사지', '시원한', '볼테라피', '어깨', '통증', '목통증', '해결']",424회,8개월 전
437,"['라운드', '숄더', '교정', '전후', '거북', '목', '교정', '스트레칭으로', '어깨', '넓어지는', '방법']",418회,9개월 전
438,"['거북목과', '목', '디스크', '-스마트폰의', '역습', '강호영', '영상의학과', '전문의', '-', 'MBC', '건강교실']",488회,6일 전
439,"['거북목', '바로', '교정', '효과', '어깨밴드,', '어깨고정,', '어깨교정밴드']",399회,4개월 전
440,"['스타트잉글리시', 'EP253.', '거북목', '영어로', '이렇게', '말해요', 'feat.', '원인은', '스마트폰']",399회,1년 전
441,"['목,어깨', '뻐근함', '없애주는', '거북목', '교정❗️', 'I', '목통증', '어깨', '결림', '이대로만', '해보세요🤗']",396회,7개월 전
442,"['현대인들의', '고질병인', '거북목', '거북목', '사피엔스가', '되지', '않기', '위해서는']",399회,3개월 전
443,"['Review리뷰', '거북목', '문제', '해결', '될까요', '교정용', '모니터', '스탠드를', '소개합니다.']",388회,1년 전
